Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile
2017110208380,1,1,1,1,56,9,3,0,0,0,0,0,97,-1,-1
2017110208416,2,1,1,1,24,5,3,0,0,0,0,0,9,-1,-1
2017110211140,2,1,1,2,64,9,3,0,0,0,0,0,9,-1,-1
2017110212157,1,1,1,1,11,3,2,0,0,0,0,0,1,-1,-1
2017110212182,1,1,1,1,17,4,3,0,0,0,0,0,1,-1,-1
2017110212210,2,1,1,2,68,10,3,0,0,0,0,0,9,-1,-1
2017110212219,1,1,3,2,19,4,3,5,1,0,0,0,0,-1,-1
2017110212242,1,1,3,1,57,9,3,6,9,0,0,0,0,-1,-1
2017110212283,2,1,1,1,42,7,3,0,0,0,0,0,19,-1,-1
2017110212283,2,2,2,1,37,7,3,0,0,0,0,0,19,-1,-1
2017110212283,2,3,2,1,19,4,3,0,0,0,0,0,19,-1,-1
2017110212317,2,1,1,1,36,7,2,0,0,0,0,0,9,-1,-1
2017110212328,1,1,1,1,20,4,2,0,0,0,0,0,9,-1,-1
2017110212377,1,1,1,1,32,6,3,0,0,0,0,0,9,-1,-1
2017110212377,1,2,2,2,29,6,3,0,0,1,0,0,9,-1,-1
2017110212403,2,1,1,1,28,6,3,0,0,0,0,0,9,-1,-1
2017110212407,1,1,1,1,12,3,3,0,0,0,0,0,1,-1,-1
2017110212497,2,1,1,1,35,6,3,0,0,0,0,0,1,-1,-1
2017110212562,1,1,1,1,27,6,3,0,0,0,0,0,5,-1,-1
2017110212617,1,1,1,1,60,9,3,0,0,0,0,0,9,1,2
2017110212639,1,1,1,1,47,8,2,0,0,0,0,0,1,3,-1
2017110212676,1,1,3,2,36,7,2,8,5,0,0,0,0,1,1
2017110212699,1,1,3,2,5,1,2,10,2,0,0,0,0,1,2
2017110212720,1,1,2,1,9,2,3,0,0,0,0,0,19,2,1
2017110212720,2,2,1,1,48,8,3,0,0,0,0,0,9,3,2
2017110212720,2,3,2,2,47,8,3,0,0,1,0,0,9,3,2
2017110212737,2,1,1,1,48,8,3,0,0,0,0,0,9,-1,-1
2017110212758,2,1,1,1,7,2,3,0,0,0,0,0,1,-1,-1
2017110212788,2,1,1,1,12,3,3,0,0,0,0,0,1,1,9
2017110212816,1,1,1,2,47,8,3,0,0,0,0,0,9,1,2
2017110212865,1,1,3,2,23,5,3,5,3,0,0,0,0,1,5
2017110212872,1,1,1,2,20,4,3,0,0,0,0,0,9,2,3
2017110212872,1,2,2,1,21,5,3,0,0,2,0,0,9,2,4
2017110212872,1,3,2,2,35,6,3,0,0,1,0,0,9,1,2
2017110212897,1,1,3,2,4,1,2,5,1,0,0,0,0,3,2
2017110212977,5,1,1,1,30,6,3,0,0,0,0,0,9,-1,-1
2017110212977,7,2,1,1,30,6,3,0,0,0,0,0,9,-1,-1
2017110213029,1,1,1,1,42,7,2,0,0,0,0,0,9,1,3
2017110213096,1,1,2,2,58,9,3,0,0,0,4,0,11,1,3
2017110213121,2,1,2,2,77,11,3,0,0,0,4,0,11,1,2
2017110213140,2,1,1,2,51,8,3,0,0,0,0,0,9,1,10
2017110213153,2,1,1,2,46,8,3,0,0,0,0,0,9,1,3
2017110213170,1,1,1,2,35,6,3,0,0,0,0,0,9,-1,-1
2017110213298,1,1,1,1,12,3,3,0,0,0,0,0,90,-1,-1
2017110213387,2,1,1,1,72,10,2,0,0,0,0,0,1,-1,-1
2017110213387,3,2,1,1,68,10,3,0,0,0,0,0,1,-1,-1
2017110213450,2,1,1,2,37,7,3,0,0,0,0,0,9,-1,-1
2017110213492,1,1,1,2,33,6,3,0,0,0,0,0,9,-1,-1
2017110213492,1,2,2,1,8,2,3,0,0,1,0,0,9,-1,-1
2017110213686,1,1,3,1,55,8,3,6,9,0,0,0,0,-1,-1
2017110214092,1,1,1,1,24,5,2,0,0,0,0,0,9,-1,-1
2017110214092,2,2,1,2,18,4,2,0,0,0,0,0,9,-1,-1
2017110214159,1,1,1,1,88,11,2,0,0,0,0,0,9,3,7
2017110214227,2,1,1,1,31,6,3,0,0,0,0,0,9,-1,-1
2017110214284,1,1,1,1,47,8,2,0,0,0,0,0,1,-1,-1
2017110214317,1,1,1,1,36,7,2,0,0,0,0,0,9,-1,-1
2017110214317,1,2,2,2,27,6,3,0,0,1,0,0,9,-1,-1
2017110214317,1,3,2,2,55,8,3,0,0,2,0,0,9,-1,-1
2017110214363,2,1,1,1,36,7,3,0,0,0,0,0,1,2,4
2017110214722,1,1,1,1,25,5,3,0,0,0,0,0,9,-1,-1
2017110214722,1,2,2,1,42,7,3,0,0,2,0,0,9,-1,-1
2017110214722,1,3,2,1,30,6,3,0,0,1,0,0,9,-1,-1
2017110214913,1,1,1,2,26,6,3,0,0,0,0,0,9,1,4
2017110214913,2,2,1,1,26,6,3,0,0,0,0,0,9,-1,-1
2017110214934,2,1,1,1,-1,-1,3,0,0,0,0,0,9,-1,-1
2017110214961,1,1,1,2,36,7,3,0,0,0,0,0,9,-1,-1
2017110214961,1,2,2,1,2,1,2,0,0,1,0,0,9,-1,-1
2017110215006,1,2,2,2,25,5,3,0,0,1,0,0,9,-1,-1
2017110215006,1,3,2,1,18,4,3,0,0,2,0,0,9,-1,-1
2017110215006,1,4,2,1,17,4,3,0,0,2,0,0,9,-1,-1
2017110215006,2,1,1,2,47,8,3,0,0,0,0,0,9,-1,-1
2017110215006,2,5,2,1,49,8,3,0,0,1,0,0,9,-1,-1
2017110215009,2,1,1,1,18,4,3,0,0,0,0,0,3,-1,-1
2017110215132,1,1,1,1,20,4,2,0,0,0,0,0,9,-1,-1
2017110215132,1,2,2,2,17,4,2,0,0,1,0,0,9,-1,-1
2017110215132,1,3,2,1,17,4,1,0,0,2,0,0,9,-1,-1
2017110215181,2,1,1,1,40,7,2,0,0,0,0,0,1,-1,-1
2017110215264,2,1,1,1,17,4,3,0,0,0,0,0,1,-1,-1
2017110215319,2,1,1,1,28,6,3,0,0,0,0,0,9,-1,-1
2017110215378,2,1,1,2,19,4,3,0,0,0,0,0,9,-1,-1
2017110215390,1,1,1,1,22,5,3,0,0,0,0,0,1,-1,-1
2017110215451,1,1,1,2,31,6,3,0,0,0,0,0,9,-1,-1
2017110215451,2,2,1,1,57,9,3,0,0,0,0,0,9,-1,-1
2017110215838,2,1,1,1,55,8,3,0,0,0,0,0,9,-1,-1
2017110215882,1,1,3,2,40,7,3,5,1,0,0,0,0,-1,-1
2017110215925,2,1,1,2,21,5,3,0,0,0,0,0,9,-1,-1
2017110215925,2,2,2,2,21,5,3,0,0,1,0,0,9,-1,-1
2017110216488,2,1,1,1,17,4,3,0,0,0,0,0,1,-1,-1
2017110216734,1,1,1,1,53,8,2,0,0,0,0,0,5,-1,-1
2017110216779,1,1,1,1,63,9,3,0,0,0,0,0,1,-1,-1
2017110216805,1,1,3,1,21,5,2,9,9,0,0,0,0,-1,-1
2017110216847,2,1,1,1,49,8,3,0,0,0,0,0,3,-1,-1
2017110216888,1,1,1,1,44,7,2,0,0,0,0,0,5,-1,-1
2017110216982,2,1,1,1,73,10,3,0,0,0,0,0,9,-1,-1
2017110216982,2,2,2,2,73,10,3,0,0,1,0,0,9,-1,-1
2017110217334,1,1,1,1,23,5,3,0,0,0,0,0,9,-1,-1
2017110217334,2,2,1,1,46,8,1,0,0,0,0,0,5,-1,-1
2017110218811,2,1,1,1,46,8,3,0,0,0,0,0,9,-1,-1
2017110219260,2,1,1,1,57,9,3,0,0,0,0,0,9,2,4
2017110219427,2,1,1,2,19,4,3,0,0,0,0,0,9,-1,-1
2017110219491,1,1,3,1,53,8,3,9,6,0,0,0,0,-1,-1
2017110219575,2,1,1,1,55,8,3,0,0,0,0,0,1,-1,-1
2017110219918,1,1,1,2,20,4,3,0,0,0,0,0,9,-1,-1
2017110219918,1,6,2,1,22,5,3,0,0,1,0,0,9,-1,-1
2017110219918,2,2,1,1,29,6,3,0,0,0,0,0,9,1,-1
2017110219918,2,5,2,1,28,6,3,0,0,1,0,0,9,-1,-1
2017110219918,5,3,1,1,21,5,3,0,0,0,0,0,9,-1,-1
2017110219918,6,4,1,2,19,4,2,0,0,0,0,0,9,-1,-1
2017110219918,6,7,2,2,19,4,3,0,0,1,0,0,9,-1,-1
2017110220027,2,1,1,1,46,8,3,0,0,0,0,0,98,-1,-1
2017110220069,1,1,1,1,62,9,3,0,0,0,0,0,9,-1,-1
2017110220316,1,1,1,1,48,8,3,0,0,0,0,0,1,-1,-1
2017110220391,1,1,2,2,88,11,3,0,0,0,1,0,11,-1,-1
2017110220437,1,1,3,2,36,7,3,5,2,0,0,0,0,-1,-1
2017110220458,2,1,1,1,35,6,3,0,0,0,0,0,9,-1,-1
2017110220458,2,2,2,2,37,7,3,0,0,1,0,0,9,-1,-1
2017110220498,1,1,1,1,25,5,2,0,0,0,0,0,9,-1,-1
2017110220598,1,1,3,2,38,7,3,9,5,0,0,0,0,-1,-1
2017110220743,1,1,1,1,53,8,3,0,0,0,0,0,5,-1,-1
2017110220801,2,1,1,2,66,10,3,0,0,0,0,0,9,-1,-1
2017110220801,3,2,1,1,54,8,3,0,0,0,0,0,11,-1,-1
2017110220809,1,1,1,2,25,5,3,0,0,0,0,0,9,-1,-1
2017110220809,2,2,1,1,24,5,3,0,0,0,0,0,9,-1,-1
2017110220809,2,3,2,1,53,8,3,0,0,1,0,0,9,-1,-1
2017110220809,2,4,2,1,63,9,3,0,0,2,0,0,9,-1,-1
2017110220850,1,1,2,1,14,3,3,0,0,0,3,0,11,-1,-1
2017110220884,2,1,1,2,24,5,3,0,0,0,0,0,9,-1,-1
2017110220884,2,2,2,2,63,9,3,0,0,1,0,0,9,-1,-1
2017110220886,1,1,1,1,23,5,2,0,0,0,0,0,9,-1,-1
2017110220886,2,2,1,2,29,6,2,0,0,0,0,0,9,-1,-1
2017110220933,1,1,1,1,20,4,3,0,0,0,0,0,9,-1,-1
2017110220933,2,2,1,2,33,6,3,0,0,0,0,0,9,-1,-1
2017110220938,1,1,1,1,26,6,3,0,0,0,0,0,9,-1,-1
2017110220938,2,2,1,1,45,7,3,0,0,0,0,0,9,-1,-1
2017110221052,2,1,1,2,34,6,3,0,0,0,0,0,9,-1,-1
2017110221247,2,1,1,1,40,7,2,0,0,0,0,0,1,-1,-1
2017110221273,2,1,1,1,29,6,3,0,0,0,0,0,9,-1,-1
2017110221324,1,1,2,1,24,5,2,0,0,2,0,0,9,-1,-1
2017110221329,2,1,1,1,43,7,2,0,0,0,0,0,1,-1,-1
2017110221378,1,1,2,1,4,1,3,0,0,2,0,0,9,1,2
2017110221378,1,2,2,2,6,2,3,0,0,2,0,0,9,1,2
2017110221390,1,1,2,1,23,5,2,0,0,2,0,0,9,-1,-1
2017110221430,2,1,1,1,56,9,2,0,0,0,0,0,97,-1,-1
2017110221451,1,1,3,1,81,11,2,5,3,0,0,0,0,-1,-1
2017110221451,1,2,3,2,80,11,2,5,3,0,0,0,0,-1,-1
2017110221473,1,1,2,1,1,1,3,0,0,0,4,0,11,-1,-1
2017110221473,1,2,2,2,29,6,3,0,0,0,4,0,11,-1,-1
2017110221506,2,1,1,1,36,7,2,0,0,0,0,0,1,-1,-1
2017110221577,2,1,1,1,42,7,3,0,0,0,0,0,9,-1,-1
2017110221624,1,1,1,2,23,5,3,0,0,0,0,0,9,-1,-1
2017110221624,2,2,1,1,29,6,3,0,0,0,0,0,9,-1,-1
2017110221771,2,1,1,1,45,7,3,0,0,0,0,0,5,-1,-1
2017110221771,2,2,2,2,16,4,3,0,0,0,0,0,5,-1,-1
2017110221819,1,1,1,2,15,3,2,0,0,0,0,0,97,-1,-1
2017110221906,1,1,3,2,16,4,2,9,5,0,0,0,0,-1,-1
2017110221911,2,1,2,2,52,8,3,0,0,1,0,0,9,-1,-1
2017110221951,2,1,2,2,26,6,3,0,0,0,4,0,11,-1,-1
2017110221996,1,1,1,1,39,7,3,0,0,0,0,0,9,-1,-1
2017110221996,2,2,1,1,80,11,3,0,0,0,0,0,9,-1,-1
2017110222025,1,1,1,1,26,6,3,0,0,0,0,0,9,-1,-1
2017110222051,2,1,1,1,45,7,3,0,0,0,0,0,9,-1,-1
2017110222103,1,1,2,2,25,5,3,0,0,0,2,0,11,-1,-1
2017110222208,1,1,1,1,52,8,2,0,0,0,0,0,5,-1,-1
2017110222266,1,1,1,2,32,6,3,0,0,0,0,0,9,-1,-1
2017110222266,1,2,2,2,7,2,3,0,0,-1,0,0,9,-1,-1
2017110222266,1,3,2,2,4,1,3,0,0,-1,0,0,9,-1,-1
2017110222313,1,1,1,2,84,11,3,0,0,0,0,0,9,-1,-1
2017110222371,1,1,2,2,30,6,3,0,0,0,-1,0,11,-1,-1
2017110222371,1,2,2,2,30,6,3,0,0,0,-1,0,11,-1,-1
2017110222446,2,1,1,1,13,3,2,0,0,0,0,0,1,-1,-1
2017110222671,2,1,1,1,27,6,2,0,0,0,0,0,5,-1,-1
2017110222720,1,1,1,1,74,10,2,0,0,0,0,0,3,-1,-1
2017110222732,2,1,1,2,49,8,3,0,0,0,0,0,9,-1,-1
2017110222757,2,1,1,2,27,6,3,0,0,0,0,0,9,-1,-1
2017110222757,2,2,2,1,80,11,3,0,0,1,0,0,9,-1,-1
2017110222757,2,3,2,1,33,6,3,0,0,2,0,0,9,-1,-1
2017110222774,1,1,2,2,27,6,3,0,0,1,0,0,9,-1,-1
2017110222800,1,1,1,1,27,6,3,0,0,0,0,0,9,-1,-1
2017110222842,1,1,3,1,78,11,3,4,3,0,0,0,0,-1,-1
2017110222892,1,1,2,2,82,11,3,0,0,1,0,0,9,-1,-1
2017110222892,2,2,2,2,35,6,3,0,0,1,0,0,9,-1,-1
2017110222896,1,1,1,1,9,2,3,0,0,0,0,0,1,-1,-1
2017110222957,1,1,2,1,28,6,3,0,0,1,0,0,9,-1,-1
2017110222957,1,2,2,1,27,6,3,0,0,2,0,0,9,-1,-1
2017110222964,2,1,1,1,43,7,3,0,0,0,0,0,1,-1,-1
2017110223001,2,1,1,2,30,6,3,0,0,0,0,0,9,-1,-1
2017110223078,2,1,2,2,25,5,3,0,0,1,0,0,9,-1,-1
2017110223173,1,1,3,2,80,11,2,6,9,0,0,0,0,-1,-1
2017110223210,2,1,1,2,50,8,3,0,0,0,0,0,9,-1,-1
2017110223237,1,1,1,1,15,3,2,0,0,0,0,0,97,-1,-1
2017110223245,2,1,1,2,52,8,3,0,0,0,0,0,9,-1,-1
2017110223297,2,1,2,2,40,7,3,0,0,1,0,0,9,-1,-1
2017110223297,2,2,1,1,45,7,3,0,0,0,0,0,9,-1,-1
2017110223998,2,1,1,1,36,7,3,0,0,0,0,0,1,-1,-1
2017110224036,2,1,1,2,30,6,3,0,0,0,0,0,9,-1,-1
2017110224049,1,1,3,1,50,8,3,5,9,0,0,0,0,-1,-1
2017110224063,1,1,3,1,21,5,3,5,4,0,0,0,0,-1,-1
2017110224123,2,1,1,2,22,5,3,0,0,0,0,0,9,-1,-1
2017110224123,2,2,2,1,26,6,3,0,0,1,0,0,9,-1,-1
2017110224124,2,1,1,2,40,7,3,0,0,0,0,0,9,-1,-1
2017110224174,1,1,3,1,82,11,1,8,3,0,0,0,0,-1,-1
2017110224270,2,1,1,2,19,4,3,0,0,0,0,0,9,-1,-1
2017110224304,1,1,1,2,43,7,3,0,0,0,0,0,9,-1,-1
2017110224304,2,2,1,1,36,7,3,0,0,0,0,0,9,-1,-1
2017110224304,3,3,1,2,67,10,3,0,0,0,0,0,9,-1,-1
2017110224431,2,1,2,1,47,8,3,0,0,2,0,0,9,-1,-1
2017110224461,2,1,2,2,25,5,3,0,0,1,0,0,9,-1,-1
2017110224490,1,1,3,2,51,8,3,9,5,0,0,0,0,-1,-1
2017110224504,1,1,2,1,-1,-1,3,0,0,1,0,0,9,1,1
2017110224564,2,1,1,1,7,2,3,0,0,0,0,0,1,3,2
2017110224583,1,1,3,1,12,3,3,5,1,0,0,0,0,-1,-1
2017110224603,1,1,1,1,56,9,3,0,0,0,0,0,9,-1,-1
2017110224603,1,2,2,2,52,8,3,0,0,1,0,0,9,-1,-1
2017110224603,2,3,2,2,35,6,3,0,0,1,0,0,9,-1,-1
2017110224640,2,1,1,2,29,6,3,0,0,0,0,0,9,-1,-1
2017110224640,2,2,2,1,14,3,3,0,0,1,0,0,9,-1,-1
2017110224640,2,3,2,2,8,2,3,0,0,2,0,0,9,-1,-1
2017110224677,1,1,1,1,32,6,3,0,0,0,0,0,9,-1,-1
2017110224677,2,2,2,2,51,8,3,0,0,0,4,0,11,1,3
2017110224715,1,1,2,1,2,1,3,0,0,2,0,0,9,-1,-1
2017110225254,1,1,1,2,25,5,3,0,0,0,0,0,9,1,3
2017110225254,2,2,1,1,21,5,3,0,0,0,0,0,9,-1,-1
2017110225325,2,1,1,1,43,7,3,0,0,0,0,0,9,-1,-1
2017110225387,1,1,3,2,68,10,3,1,1,0,0,0,0,-1,-1
2017110225402,1,1,1,1,57,9,3,0,0,0,0,0,9,-1,-1
2017110225453,2,1,1,1,29,6,2,0,0,0,0,0,1,-1,-1
2017110225479,1,1,3,1,37,7,2,5,1,0,0,0,0,-1,-1
2017110225507,2,1,1,1,28,6,2,0,0,0,0,0,3,-1,-1
2017110225580,1,1,1,2,71,10,3,0,0,0,0,0,9,-1,-1
2017110225580,2,2,1,2,26,6,3,0,0,0,0,0,9,-1,-1
2017110225718,1,1,1,2,47,8,3,0,0,0,0,0,9,-1,-1
2017110225718,2,2,1,1,40,7,3,0,0,0,0,0,9,-1,-1
2017110225718,2,3,2,2,38,7,3,0,0,1,0,0,9,-1,-1
2017110225718,2,4,2,2,12,3,3,0,0,2,0,0,9,-1,-1
2017110225718,2,5,2,2,1,1,3,0,0,2,0,0,9,-1,-1
2017110225822,2,1,1,2,54,8,3,0,0,0,0,0,9,-1,-1
2017110225866,1,1,3,2,86,11,2,5,1,0,0,0,0,-1,-1
2017110225919,1,1,1,1,27,6,2,0,0,0,0,0,9,-1,-1
2017110225977,1,1,1,1,29,6,3,0,0,0,0,0,9,-1,-1
2017110225977,2,2,1,1,35,6,3,0,0,0,0,0,9,-1,-1
2017110226988,2,1,1,1,45,7,3,0,0,0,0,0,1,-1,-1
2017110227016,1,1,1,1,44,7,3,0,0,0,0,0,9,-1,-1
2017110227049,1,1,1,1,30,6,2,0,0,0,0,0,3,-1,-1
2017110227077,2,1,1,2,24,5,3,0,0,0,0,0,9,-1,-1
2017110227102,1,1,2,1,33,6,3,0,0,0,2,0,11,-1,-1
2017110227600,2,1,1,1,60,9,3,0,0,0,0,0,9,-1,-1
2017110228158,1,1,1,1,20,4,3,0,0,0,0,0,9,-1,-1
2017110228181,1,1,1,1,73,10,1,0,0,0,0,0,1,-1,-1
2017110229202,2,1,1,2,46,8,3,0,0,0,0,0,9,-1,-1
2017110229261,1,1,1,2,31,6,3,0,0,0,0,0,3,-1,-1
2017110229647,2,1,1,1,21,5,3,0,0,0,0,0,9,-1,-1
2017110229647,2,2,2,1,21,5,3,0,0,1,0,0,9,-1,-1
2017110229680,2,1,1,2,47,8,3,0,0,0,0,0,9,-1,-1
2017110229730,2,1,1,1,36,7,3,0,0,0,0,0,9,-1,-1
2017110229802,1,1,3,2,73,10,3,5,1,0,0,0,0,-1,-1
2017110229849,2,1,1,1,50,8,3,0,0,0,0,0,3,-1,-1
2017110229871,1,1,1,1,66,10,3,0,0,0,0,0,9,-1,-1
2017110229986,1,1,1,1,20,4,3,0,0,0,0,0,9,-1,-1
2017110229986,1,2,2,1,20,4,3,0,0,1,0,0,9,-1,-1
2017110230051,1,1,3,2,11,3,3,5,3,0,0,0,0,-1,-1
2017110230092,1,1,1,1,22,5,3,0,0,0,0,0,9,-1,-1
2017110230133,2,1,1,1,48,8,3,0,0,0,0,0,9,-1,-1
2017110230133,2,2,2,2,51,8,3,0,0,1,0,0,9,-1,-1
2017110230165,1,1,3,2,66,10,2,5,3,0,0,0,0,-1,-1
2017110230165,1,2,3,2,4,1,2,5,3,0,0,0,0,-1,-1
2017110230165,1,3,3,2,0,1,3,5,3,0,0,0,0,-1,-1
2017110231367,1,1,1,1,25,5,2,0,0,0,0,0,9,-1,-1
2017110231367,2,2,1,1,22,5,3,0,0,0,0,0,9,-1,-1
2017110231412,2,1,1,1,53,8,3,0,0,0,0,0,5,3,3
2017110231492,1,1,1,1,22,5,2,0,0,0,0,0,1,-1,-1
2017110231565,1,1,1,1,53,8,3,0,0,0,0,0,9,3,9
2017110231565,1,3,2,2,50,8,3,0,0,1,0,0,9,3,9
2017110231565,2,2,1,1,48,8,3,0,0,0,0,0,9,-1,-1
2017110231601,1,1,3,2,26,6,2,9,5,0,0,0,0,-1,-1
2017110231613,2,1,1,2,29,6,3,0,0,0,0,0,9,-1,-1
2017110231613,2,2,2,1,30,6,3,0,0,1,0,0,9,-1,-1
2017110232071,2,1,1,1,18,4,3,0,0,0,0,0,3,-1,-1
2017110232406,1,1,3,1,21,5,1,10,9,0,0,0,0,-1,-1
2017110233159,1,1,3,2,30,6,3,9,5,0,0,0,0,-1,-1
2017110233180,1,1,1,1,38,7,2,0,0,0,0,0,5,3,4
2017110233220,2,1,1,1,18,4,3,0,0,0,0,0,3,-1,-1
2017110233273,1,1,3,1,76,11,3,5,1,0,0,0,0,-1,-1
2017110233338,2,1,1,1,19,4,3,0,0,0,0,0,9,-1,-1
2017110233372,1,1,1,1,26,6,1,0,0,0,0,0,9,-1,-1
2017110233372,2,2,1,1,80,11,2,0,0,0,0,0,19,-1,-1
2017110233435,2,1,1,2,29,6,3,0,0,0,0,0,9,-1,-1
2017110233435,2,2,2,2,56,9,3,0,0,1,0,0,9,-1,-1
2017110233435,2,3,2,1,5,1,3,0,0,2,0,0,9,-1,-1
2017110233482,3,1,1,2,76,11,3,0,0,0,0,0,9,-1,-1
2017110233482,3,2,2,1,73,10,3,0,0,1,0,0,9,-1,-1
2017110233482,3,3,2,2,68,10,3,0,0,2,0,0,9,-1,-1
2017110233482,3,4,2,2,78,11,3,0,0,2,0,0,9,-1,-1
2017110233482,3,5,2,2,72,10,3,0,0,2,0,0,9,-1,-1
2017110233821,1,1,1,2,57,9,3,0,0,0,0,0,9,-1,-1
2017110233821,2,2,1,2,54,8,3,0,0,0,0,0,9,-1,-1
2017110233861,1,1,1,2,68,10,3,0,0,0,0,0,9,-1,-1
2017110233861,2,2,1,2,53,8,3,0,0,0,0,0,19,-1,-1
2017110233861,2,3,2,1,70,10,3,0,0,0,0,0,19,-1,-1
2017110234100,2,1,2,2,62,9,3,0,0,1,0,0,9,-1,-1
2017110234135,2,1,1,1,37,7,3,0,0,0,0,0,9,-1,-1
2017110234170,2,1,1,1,40,7,3,0,0,0,0,0,9,-1,-1
2017110234210,1,1,1,1,9,2,2,0,0,0,0,0,1,-1,-1
2017110234244,1,1,2,2,16,4,3,0,0,0,3,0,11,-1,-1
2017110234259,2,1,1,2,40,7,3,0,0,0,0,0,9,-1,-1
2017110234306,1,1,2,2,80,11,3,0,0,0,4,0,11,-1,-1
2017110234337,2,1,1,1,26,6,3,0,0,0,0,0,9,-1,-1
2017110234387,2,1,1,2,31,6,3,0,0,0,0,0,9,-1,-1
2017110234424,2,1,1,1,45,7,3,0,0,0,0,0,19,-1,-1
2017110234424,2,2,2,1,37,7,3,0,0,0,0,0,19,-1,-1
2017110234449,2,1,1,1,21,5,3,0,0,0,0,0,9,-1,-1
2017110234577,1,1,1,1,80,11,2,0,0,0,0,0,9,-1,-1
2017110234577,1,3,2,2,83,11,2,0,0,1,0,0,9,-1,-1
2017110234577,2,2,1,1,51,8,3,0,0,0,0,0,9,-1,-1
2017110234577,2,4,2,1,30,6,3,0,0,1,0,0,9,-1,-1
2017110234647,2,1,1,1,33,6,3,0,0,0,0,0,19,-1,-1
2017110234647,2,2,2,1,33,6,3,0,0,0,0,0,19,-1,-1
2017110234647,2,3,2,1,31,6,3,0,0,0,0,0,19,-1,-1
2017110234682,1,1,1,1,51,8,3,0,0,0,0,0,19,-1,-1
2017110234682,1,2,2,1,29,6,3,0,0,0,0,0,19,-1,-1
2017110234731,1,1,3,1,-1,-1,3,5,1,0,0,0,0,-1,-1
2017110234757,1,1,1,2,28,6,3,0,0,0,0,0,9,-1,-1
2017110234757,1,2,2,1,30,6,3,0,0,1,0,0,9,-1,-1
2017110234822,2,1,1,2,26,6,3,0,0,0,0,0,9,-1,-1
2017110234822,2,2,2,2,9,2,3,0,0,2,0,0,9,-1,-1
2017110234838,2,1,1,1,53,8,3,0,0,0,0,0,1,-1,-1
2017110234852,1,1,2,2,77,11,2,0,0,1,0,0,9,-1,-1
2017110234963,1,1,2,1,12,3,2,0,0,1,0,0,8,-1,-1
2017110235027,1,1,3,1,92,11,3,8,1,0,0,0,0,-1,-1
2017110235055,2,1,1,2,35,6,3,0,0,0,0,0,9,-1,-1
2017110235055,2,2,2,2,-1,-1,3,0,0,1,0,0,9,-1,-1
2017110235071,2,1,1,2,28,6,3,0,0,0,0,0,9,1,5
2017110235078,1,1,3,2,57,9,3,9,5,0,0,1,0,-1,-1
2017110235099,1,1,1,1,8,2,3,0,0,0,0,0,1,-1,-1
2017110235106,1,1,1,1,65,9,3,0,0,0,0,0,9,2,4
2017110235127,2,1,1,2,31,6,3,0,0,0,0,0,9,-1,-1
2017110235127,2,2,2,2,29,6,3,0,0,2,0,0,9,-1,-1
2017110235127,2,3,2,2,25,5,3,0,0,1,0,0,9,-1,-1
2017110235127,2,4,2,2,1,1,3,0,0,2,0,0,9,-1,-1
2017110235128,1,1,3,1,11,3,2,4,3,0,0,0,0,-1,-1
2017110235129,2,1,1,2,30,6,3,0,0,0,0,0,9,2,2
2017110235155,1,1,1,1,16,4,2,0,0,0,0,0,1,1,1
2017110235171,1,1,1,2,59,9,3,0,0,0,0,0,9,-1,-1
2017110235171,1,2,3,1,12,3,2,5,4,0,0,0,0,-1,-1
2017110235173,1,1,3,1,33,6,3,5,1,0,0,0,0,-1,-1
2017110235174,1,1,3,1,10,2,3,5,3,0,0,0,0,1,8
2017110235195,1,1,1,1,49,8,3,0,0,0,0,0,5,-1,-1
2017110235195,3,2,2,2,50,8,3,0,0,1,0,0,9,-1,-1
2017110235198,1,1,2,1,9,2,3,0,0,1,0,0,9,-1,-1
2017110235214,1,1,3,2,68,10,3,10,9,0,0,2,0,-1,-1
2017110235221,2,1,1,1,49,8,2,0,0,0,0,0,5,-1,-1
2017110235570,1,1,3,1,14,3,3,5,4,0,0,0,0,-1,-1
2017110235629,1,1,3,1,25,5,3,6,9,0,0,0,0,-1,-1
2017110235647,1,1,1,1,80,11,2,0,0,0,0,0,9,-1,-1
2017110235647,2,2,1,1,32,6,3,0,0,0,0,0,19,-1,-1
2017110235954,1,1,2,1,26,6,2,0,0,1,0,0,9,-1,-1
2017110235954,1,2,2,1,22,5,3,0,0,2,0,0,9,-1,-1
2017110236014,2,1,2,1,51,8,3,0,0,1,0,0,9,-1,-1
2017110236033,2,1,1,1,17,4,3,0,0,0,0,0,9,-1,-1
2017110236869,2,1,1,1,29,6,3,0,0,0,0,0,9,-1,-1
2017110236898,2,1,1,1,49,8,3,0,0,0,0,0,9,-1,-1
2017110236923,3,1,2,2,11,3,3,0,0,2,0,0,9,-1,-1
2017110236923,3,2,2,2,5,1,3,0,0,2,0,0,9,-1,-1
2017110236999,1,1,2,1,9,2,3,0,0,1,0,0,9,-1,-1
2017110237194,2,1,2,2,54,8,3,0,0,1,0,0,9,-1,-1
2017110237253,1,1,3,1,81,11,3,1,1,0,0,0,0,-1,-1
