Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
2014120148228,1,1,3,2,42,7,3,9,5,0,0,0,0,1
2014120148231,2,1,1,2,38,7,2,0,0,0,0,0,1,1
2014120148257,2,1,1,1,38,7,3,0,0,0,0,0,9,1
2014120148279,1,1,1,1,82,11,3,0,0,0,0,0,9,1
2014120148279,1,2,2,2,83,11,3,0,0,1,0,0,9,1
2014120148279,2,3,2,2,48,8,3,0,0,1,0,0,9,3
2014120148331,1,1,1,1,38,7,3,0,0,0,0,0,5,1
2014120148365,2,1,1,2,69,10,3,0,0,0,0,0,9,1
2014120148505,2,1,1,2,38,7,3,0,0,0,0,0,1,1
2014120148609,1,1,1,1,20,4,3,0,0,0,0,0,9,1
2014120148609,1,2,2,1,20,4,2,0,0,1,0,0,9,1
2014120148609,1,3,2,1,19,4,2,0,0,2,0,0,9,-1
2014120148762,1,1,1,1,41,7,2,0,0,0,0,0,5,2
2014120148847,1,1,1,2,57,9,2,0,0,0,0,0,1,1
2014120148911,1,1,1,1,74,10,3,0,0,0,0,0,9,3
2014120148942,1,1,1,1,52,8,3,0,0,0,0,0,5,2
2014120148942,1,4,2,2,16,4,2,0,0,0,0,0,5,2
2014120148942,2,2,1,2,34,6,3,0,0,0,0,0,20,3
2014120148942,2,3,2,2,27,6,3,0,0,0,0,0,20,3
2014120148958,1,1,1,1,24,5,2,0,0,0,0,0,5,1
2014120149036,1,1,1,1,50,8,1,0,0,0,0,0,5,1
2014120149036,1,2,2,2,45,7,1,0,0,0,0,0,5,1
2014120149083,1,1,1,2,33,6,3,0,0,0,0,0,9,1
2014120149108,1,1,1,1,48,8,3,0,0,0,0,0,9,1
2014120149316,1,1,2,2,15,3,3,0,0,1,0,0,9,1
2014120149331,1,1,1,2,64,9,3,0,0,0,0,0,9,1
2014120149371,2,1,1,1,34,6,2,0,0,0,0,0,9,3
2014120149464,3,1,1,1,51,8,2,0,0,0,0,0,1,3
2014120149725,1,1,1,1,11,3,3,0,0,0,0,0,1,1
2014120149894,1,1,1,1,24,5,3,0,0,0,0,0,9,1
2014120150218,2,1,1,2,55,8,3,0,0,0,0,0,1,1
2014120150287,1,1,2,2,67,10,3,0,0,0,2,0,11,1
2014120150289,1,1,3,1,50,8,2,10,7,0,0,0,0,3
2014120150322,1,1,1,1,29,6,3,0,0,0,0,0,9,2
2014120150702,1,1,2,1,21,5,3,0,0,1,0,0,9,1
2014120150995,2,1,1,1,52,8,2,0,0,0,0,0,5,1
2014120151228,1,1,1,1,40,7,3,0,0,0,0,0,9,1
2014120151235,1,1,1,1,50,8,3,0,0,0,0,0,9,1
2014120151272,1,1,1,1,23,5,2,0,0,0,0,0,9,1
2014120151325,1,1,1,1,17,4,3,0,0,0,0,0,3,1
2014120151438,2,1,1,1,28,6,3,0,0,0,0,0,1,2
2014120151580,1,1,3,1,11,3,3,5,3,0,0,0,0,3
2014120151719,1,1,1,1,80,11,2,0,0,0,0,0,9,3
2014120151917,1,1,1,1,27,6,3,0,0,0,0,0,5,1
2014120151994,1,1,1,2,34,6,3,0,0,0,0,0,3,1
2014120152362,1,1,1,1,52,8,3,0,0,0,0,0,9,1
2014120152362,2,2,1,2,40,7,3,0,0,0,0,0,9,1
2014120152747,1,1,3,2,13,3,2,5,1,0,0,0,0,2
2014120152750,1,1,1,2,41,7,2,0,0,0,0,0,9,1
2014120152865,1,1,1,1,24,5,3,0,0,0,0,0,3,-1
2014120152871,1,1,1,1,45,7,2,0,0,0,0,0,5,1
2014120153074,2,1,2,2,30,6,3,0,0,1,0,0,9,1
2014120153337,1,1,2,1,50,8,3,0,0,1,0,0,9,1
2014120153481,1,1,2,2,64,9,2,0,0,1,0,0,9,2
2014120153592,1,1,1,1,21,5,2,0,0,0,0,0,5,1
2014120153641,2,1,1,1,45,7,3,0,0,0,0,0,9,1
2014120153719,2,1,1,1,62,9,3,0,0,0,0,0,5,2
2014120153760,2,1,1,1,72,10,3,0,0,0,0,0,1,1
2014120153831,1,1,1,1,59,9,1,0,0,0,0,0,8,1
2014120153833,1,1,1,1,34,6,3,0,0,0,0,0,9,1
2014120153833,1,2,2,1,69,10,3,0,0,1,0,0,9,1
2014120153833,1,3,2,1,43,7,3,0,0,2,0,0,9,1
2014120153984,2,1,2,2,40,7,3,0,0,2,0,0,9,1
2014120153984,2,2,2,2,22,5,3,0,0,2,0,0,9,-1
2014120153994,1,1,1,1,31,6,3,0,0,0,0,0,1,1
2014120154017,1,1,1,2,50,8,3,0,0,0,0,0,21,1
2014120154021,1,3,3,1,20,4,3,10,9,0,0,0,0,1
2014120154021,2,1,2,2,19,4,3,0,0,2,0,0,9,1
2014120154021,2,2,2,1,20,4,3,0,0,1,0,0,9,1
2014120154021,2,4,2,1,20,4,3,0,0,2,0,0,9,1
2014120154031,1,1,1,2,17,4,3,0,0,0,0,0,2,1
2014120154081,1,1,1,1,82,11,3,0,0,0,0,0,22,1
2014120154107,1,1,2,1,51,8,3,0,0,0,0,0,19,1
2014120154107,2,2,1,2,54,8,3,0,0,0,0,0,9,3
2014120154283,1,1,1,1,29,6,3,0,0,0,0,0,5,3
2014120154309,1,1,3,2,14,3,2,5,3,0,0,0,0,1
2014120154368,2,1,1,2,50,8,3,0,0,0,0,0,9,3
2014120154370,1,1,3,1,2,1,3,6,9,0,0,0,0,3
2014120154513,1,1,1,1,17,4,2,0,0,0,0,0,9,1
2014120154513,1,2,2,1,17,4,2,0,0,1,0,0,9,1
2014120154513,1,3,2,1,17,4,2,0,0,2,0,0,9,1
2014120154513,1,4,2,1,17,4,2,0,0,2,0,0,9,1
2014120154513,1,5,2,1,17,4,2,0,0,2,0,0,9,1
2014120154793,1,1,1,1,36,7,3,0,0,0,0,0,3,1
2014120155138,1,1,1,1,32,6,3,0,0,0,0,0,9,-1
2014120155203,1,1,1,2,77,11,3,0,0,0,0,0,9,3
2014120155243,1,1,1,1,33,6,3,0,0,0,0,0,9,1
2014120155379,2,1,1,1,19,4,3,0,0,0,0,0,1,1
2014120155540,2,1,1,2,39,7,2,0,0,0,0,0,1,1
2014120155597,1,1,1,1,49,8,3,0,0,0,0,0,9,2
2014120156064,2,1,1,1,14,3,3,0,0,0,0,0,1,-1
2014120156313,1,1,3,1,24,5,2,1,1,0,0,0,0,1
2014120156406,1,1,3,1,65,9,3,5,2,0,0,0,0,1
2014120156539,1,1,1,2,19,4,3,0,0,0,0,0,9,1
2014120156686,2,1,1,1,40,7,3,0,0,0,0,0,9,2
2014120157256,1,1,3,2,9,2,2,10,1,0,0,0,0,1
2014120157428,1,1,3,2,28,6,3,8,1,0,0,0,0,1
2014120157454,1,1,1,1,52,8,3,0,0,0,0,0,5,1
2014120157454,3,2,1,1,47,8,3,0,0,0,0,0,5,1
2014120157809,2,1,1,2,36,7,3,0,0,0,0,0,1,1
2014120157813,1,1,2,1,51,8,3,0,0,0,0,0,5,1
2014120157867,1,1,3,2,41,7,3,10,9,0,0,0,0,1
2014120158117,2,1,1,1,72,10,3,0,0,0,0,0,9,3
2014120158117,2,2,2,2,22,5,3,0,0,1,0,0,9,3
2014120158126,1,1,1,1,59,9,1,0,0,0,0,0,5,3
2014120158126,2,2,1,2,48,8,3,0,0,0,0,0,9,3
2014120158126,2,3,2,1,48,8,3,0,0,1,0,0,9,3
2014120158161,1,1,2,1,26,6,3,0,0,1,0,0,9,1
2014120158161,1,2,2,1,27,6,3,0,0,1,0,0,9,1
2014120158161,1,3,2,2,25,5,3,0,0,2,0,0,9,1
2014120158268,2,1,1,2,51,8,3,0,0,0,0,0,9,1
2014120158270,1,1,1,1,22,5,3,0,0,0,0,0,9,1
2014120158270,2,2,1,2,51,8,3,0,0,0,0,0,9,3
2014120158672,1,1,1,2,72,10,3,0,0,0,0,0,9,2
2014120158701,1,1,2,2,61,9,3,0,0,2,0,0,9,1
2014120158701,2,2,2,2,75,10,3,0,0,1,0,0,8,3
2014120158904,1,1,3,2,55,8,3,10,3,0,0,0,0,1
2014120159210,1,1,2,1,60,9,3,0,0,1,0,0,9,2
2014120159918,1,1,2,2,57,9,3,0,0,1,0,0,9,3
2014120159918,3,2,1,1,68,10,3,0,0,0,0,0,1,3
2014120160089,1,1,1,1,35,6,3,0,0,0,0,0,1,1
2014120160180,1,1,1,1,46,8,2,0,0,0,0,0,9,3
2014120160180,1,3,2,1,21,5,3,0,0,1,0,0,9,3
2014120160180,2,2,1,1,43,7,3,0,0,0,0,0,11,3
2014120160180,2,4,2,2,16,4,3,0,0,0,4,0,11,2
2014120160180,2,5,2,1,17,4,3,0,0,0,4,0,11,3
2014120160180,2,6,2,1,17,4,3,0,0,0,4,0,11,3
2014120160180,2,7,2,1,16,4,3,0,0,0,4,0,11,2
2014120160180,2,8,2,2,18,4,3,0,0,0,4,0,11,3
2014120160180,2,9,2,1,19,4,3,0,0,0,4,0,11,3
2014120160180,2,10,2,1,18,4,3,0,0,0,4,0,11,3
2014120160180,2,11,2,1,17,4,3,0,0,0,4,0,11,2
2014120160180,2,12,2,1,16,4,3,0,0,0,4,0,11,3
2014120160180,2,13,2,1,16,4,3,0,0,0,4,0,11,3
2014120160180,2,14,2,1,16,4,3,0,0,0,4,0,11,3
2014120160180,2,15,2,2,17,4,3,0,0,0,4,0,11,3
2014120160180,2,16,2,2,19,4,3,0,0,0,4,0,11,3
2014120160180,2,17,2,1,17,4,3,0,0,0,4,0,11,3
2014120160180,2,18,2,1,16,4,3,0,0,0,4,0,11,3
2014120160180,2,19,2,1,17,4,3,0,0,0,4,0,11,2
2014120160180,2,20,2,1,16,4,3,0,0,0,4,0,11,3
2014120160180,2,21,2,2,26,6,3,0,0,0,4,0,11,3
2014120160325,1,1,1,1,18,4,3,0,0,0,0,0,3,3
2014120160447,3,1,1,2,50,8,3,0,0,0,0,0,9,3
2014120160447,4,2,2,2,77,11,3,0,0,1,0,0,9,3
2014120160523,1,1,1,2,19,4,2,0,0,0,0,0,9,1
2014120160523,1,2,2,1,23,5,3,0,0,1,0,0,9,1
2014120160806,2,1,1,2,53,8,3,0,0,0,0,0,9,3
2014120160820,2,1,2,2,10,2,3,0,0,2,0,0,9,1
2014120160986,1,1,1,1,69,10,3,0,0,0,0,0,9,3
2014120160986,1,2,2,2,69,10,3,0,0,1,0,0,9,3
2014120161044,2,1,1,1,55,8,3,0,0,0,0,0,1,1
2014120161690,1,1,1,1,47,8,3,0,0,0,0,0,5,1
2014120161692,1,1,3,1,68,10,3,2,1,0,0,0,0,2
2014120162024,2,1,1,1,39,7,3,0,0,0,0,0,1,1
2014120162086,2,1,2,1,19,4,3,0,0,1,0,0,9,1
2014120162136,1,1,3,1,29,6,2,9,5,0,0,0,0,1
2014120162347,2,1,1,1,42,7,3,0,0,0,0,0,19,3
2014120162427,2,1,1,1,22,5,3,0,0,0,0,0,1,1
2014120162502,1,1,1,1,17,4,3,0,0,0,0,0,1,1
2014120162618,1,1,1,1,33,6,2,0,0,0,0,0,5,1
2014120162618,2,2,1,2,65,9,3,0,0,0,0,0,9,2
2014120163132,1,1,1,1,21,5,3,0,0,0,0,0,17,3
2014120163326,1,1,2,1,41,7,3,0,0,0,0,0,10,1
2014120163431,1,1,1,1,48,8,1,0,0,0,0,0,5,3
2014120163431,2,2,1,1,48,8,2,0,0,0,0,0,5,3
2014120163450,1,1,1,2,58,9,3,0,0,0,0,0,9,2
2014120163487,1,1,1,1,27,6,3,0,0,0,0,0,1,1
2014120163487,2,2,1,1,22,5,3,0,0,0,0,0,1,-1
2014120163642,1,1,1,2,26,6,3,0,0,0,0,0,9,2
2014120163764,1,1,3,2,57,9,3,9,5,0,0,0,0,3
2014120163837,1,1,1,1,21,5,3,0,0,0,0,0,9,2
2014120163837,2,2,1,1,35,6,3,0,0,0,0,0,9,1
2014120164237,1,1,1,2,32,6,3,0,0,0,0,0,9,1
2014120164284,2,1,1,2,59,9,3,0,0,0,0,0,5,3
2014120164364,1,1,1,1,31,6,3,0,0,0,0,0,5,3
2014120164395,1,1,3,2,70,10,3,5,1,0,0,0,0,1
2014120164524,2,1,1,1,47,8,3,0,0,0,0,0,3,1
2014120164589,2,1,1,1,46,8,3,0,0,0,0,0,1,3
2014120164626,1,1,1,1,66,10,2,0,0,0,0,0,5,1
2014120164788,1,1,1,1,46,8,2,0,0,0,0,0,5,1
2014120165065,1,1,1,1,25,5,3,0,0,0,0,0,1,-1
2014120165118,1,1,1,1,33,6,3,0,0,0,0,0,9,3
2014120165194,1,1,1,1,71,10,3,0,0,0,0,0,9,2
2014120165194,2,2,1,1,55,8,3,0,0,0,0,0,9,1
2014120165360,2,1,1,1,21,5,3,0,0,0,0,0,17,3
2014120165439,2,1,1,1,53,8,2,0,0,0,0,0,1,3
2014120165453,2,1,1,2,47,8,3,0,0,0,0,0,9,1
2014120165586,2,1,1,1,27,6,3,0,0,0,0,0,4,1
2014120165624,2,1,1,2,68,10,3,0,0,0,0,0,1,1
2014120165662,1,1,1,1,79,11,3,0,0,0,0,0,1,1
2014120165670,2,1,1,1,18,4,3,0,0,0,0,0,1,1
2014120165786,3,1,1,2,18,4,3,0,0,0,0,0,1,1
2014120165819,1,1,1,1,68,10,2,0,0,0,0,0,5,2
2014120165825,2,1,1,2,35,6,3,0,0,0,0,0,1,1
2014120165845,2,1,1,2,17,4,2,0,0,0,0,0,3,1
2014120165994,1,1,1,1,23,5,2,0,0,0,0,0,1,1
2014120166099,1,1,3,1,39,7,2,6,9,0,0,0,0,1
2014120166099,1,2,3,1,20,4,2,6,9,0,0,0,0,-1
2014120166260,2,1,1,1,49,8,1,0,0,0,0,0,1,3
2014120166500,1,1,1,1,49,8,2,0,0,0,0,0,5,1
2014120166500,2,2,1,2,33,6,3,0,0,0,0,0,9,3
2014120166606,1,1,1,2,35,6,3,0,0,0,0,0,9,1
2014120166852,1,1,3,2,38,7,3,8,5,0,0,0,0,1
2014120167224,2,1,1,1,61,9,2,0,0,0,0,0,5,1
2014120167346,1,1,1,1,28,6,3,0,0,0,0,0,1,1
2014120167370,1,1,2,2,18,4,3,0,0,1,0,0,9,1
2014120167370,2,2,2,2,19,4,3,0,0,1,0,0,9,1
2014120167390,1,1,1,1,41,7,2,0,0,0,0,0,2,3
2014120167525,2,1,1,1,24,5,3,0,0,0,0,0,1,1
2014120167563,2,1,1,2,17,4,3,0,0,0,0,0,1,1
2014120168095,1,1,1,1,22,5,3,0,0,0,0,0,9,1
2014120168157,2,1,1,1,39,7,3,0,0,0,0,0,1,1
2014120168197,1,1,1,2,25,5,3,0,0,0,0,0,3,1
2014120168310,2,1,2,2,60,9,3,0,0,1,0,0,9,-1
2014120168440,2,1,1,2,26,6,3,0,0,0,0,0,1,3
2014120168459,1,1,2,2,19,4,3,0,0,1,0,0,9,1
2014120168521,2,1,1,1,55,8,3,0,0,0,0,0,1,1
2014120168592,1,1,3,1,7,2,3,4,3,0,0,0,0,1
2014120168640,1,1,1,2,18,4,3,0,0,0,0,0,1,1
2014120168673,2,1,1,1,69,10,3,0,0,0,0,0,1,1
2014120168879,2,1,1,2,15,3,3,0,0,0,0,0,1,1
2014120168895,1,1,1,2,24,5,3,0,0,0,0,0,9,1
2014120169084,2,1,1,1,58,9,3,0,0,0,0,0,1,1
2014120169214,1,1,1,2,64,9,3,0,0,0,0,0,5,2
2014120169317,1,1,1,1,10,2,2,0,0,0,0,0,1,3
2014120169618,2,1,1,2,57,9,3,0,0,0,0,0,1,-1
2014120169684,1,1,1,2,23,5,3,0,0,0,0,0,9,1
2014120169734,2,1,1,1,34,6,3,0,0,0,0,0,1,1
2014120169958,1,1,1,2,54,8,2,0,0,0,0,0,9,2
2014120169966,2,1,1,2,21,5,3,0,0,0,0,0,9,2
2014120170169,1,1,1,1,22,5,3,0,0,0,0,0,9,1
2014120170380,3,1,1,1,20,4,2,0,0,0,0,0,1,1
2014120170567,1,1,1,1,40,7,3,0,0,0,0,0,9,3
2014120171030,1,1,2,2,74,10,3,0,0,1,0,0,9,2
2014120171075,1,1,3,1,48,8,3,9,8,0,0,0,0,2
2014120171214,2,1,1,1,22,5,3,0,0,0,0,0,1,1
2014120171293,1,1,1,2,18,4,3,0,0,0,0,0,3,2
2014120171422,1,1,1,1,28,6,2,0,0,0,0,0,9,3
2014120171427,1,1,2,1,18,4,1,0,0,2,0,0,9,1
2014120171427,1,2,1,1,22,5,3,0,0,0,0,0,9,1
2014120171427,1,3,2,1,16,4,3,0,0,2,0,0,9,1
2014120171427,1,4,2,1,18,4,3,0,0,2,0,0,9,1
2014120171427,1,5,2,1,18,4,3,0,0,1,0,0,9,1
2014120171544,1,1,1,2,37,7,3,0,0,0,0,0,9,1
2014120171832,1,1,2,1,13,3,3,0,0,0,0,0,5,3
2014120171878,1,1,1,1,24,5,3,0,0,0,0,0,9,1
2014120172270,2,1,2,2,87,11,3,0,0,2,0,0,9,-1
2014120172371,2,1,1,1,48,8,3,0,0,0,0,0,1,2
2014120172687,1,1,3,2,78,11,3,6,9,0,0,0,0,-1
2014120172707,1,1,2,2,16,4,3,0,0,0,4,0,11,1
2014120172707,1,2,2,1,18,4,3,0,0,0,4,0,11,-1
2014120172707,1,3,2,1,16,4,3,0,0,0,4,0,11,2
2014120172721,2,1,1,1,37,7,3,0,0,0,0,0,9,3
2014120172844,1,1,1,1,54,8,3,0,0,0,0,0,9,2
2014120172844,1,3,2,2,62,9,2,0,0,1,0,0,9,2
2014120172844,2,2,1,1,59,9,3,0,0,0,0,0,9,1
2014120172844,2,4,2,1,47,8,2,0,0,1,0,0,9,1
2014120172988,1,1,1,1,20,4,3,0,0,0,0,0,1,1
2014120172988,2,2,1,2,31,6,2,0,0,0,0,0,3,1
2014120173065,2,1,1,1,54,8,3,0,0,0,0,0,9,3
2014120173099,2,1,3,2,11,3,3,5,3,0,0,0,0,3
2014120173112,1,1,1,2,41,7,3,0,0,0,0,0,9,1
2014120173133,1,1,1,2,26,6,3,0,0,0,0,0,9,1
2014120173314,1,1,1,1,16,4,3,0,0,0,0,0,2,1
2014120173547,1,1,1,1,39,7,2,0,0,0,0,0,5,1
2014120173663,1,1,1,1,24,5,2,0,0,0,0,0,5,3
2014120173729,1,1,1,2,18,4,3,0,0,0,0,0,9,1
2014120173737,1,1,2,2,3,1,3,0,0,0,4,0,11,1
2014120173737,1,2,2,2,2,1,3,0,0,0,4,0,11,1
2014120173740,1,1,1,1,16,4,3,0,0,0,0,0,2,3
2014120173743,1,1,1,1,39,7,3,0,0,0,0,0,9,3
2014120173789,1,1,1,1,20,4,3,0,0,0,0,0,9,1
2014120173789,2,2,1,2,42,7,3,0,0,0,0,0,9,1
2014120173789,2,3,2,2,40,7,3,0,0,1,0,0,9,1
2014120173920,1,1,1,1,25,5,3,0,0,0,0,0,19,1
2014120174012,1,1,1,1,33,6,3,0,0,0,0,0,1,1
2014120174042,1,1,1,1,51,8,2,0,0,0,0,0,1,-1
2014120174052,1,2,1,1,44,7,3,0,0,0,0,0,20,-1
2014120174052,2,1,1,1,40,7,3,0,0,0,0,0,1,1
2014120174146,2,1,1,2,15,3,3,0,0,0,0,0,1,1
2014120174259,1,1,1,2,25,5,3,0,0,0,0,0,1,1
2014120174259,2,2,1,2,17,4,3,0,0,0,0,0,3,2
2014120174346,1,1,1,1,41,7,2,0,0,0,0,0,3,1
2014120174385,2,1,1,1,18,4,3,0,0,0,0,0,1,1
2014120174485,1,1,3,1,21,5,3,5,1,0,0,0,0,1
2014120174612,3,1,1,2,41,7,3,0,0,0,0,0,9,1
2014120174686,2,1,1,2,51,8,2,0,0,0,0,0,1,1
2014120174753,1,1,3,1,84,11,2,5,4,0,0,0,0,1
2014120174781,2,1,1,1,52,8,3,0,0,0,0,0,5,2
2014120174790,2,1,2,2,81,11,3,0,0,2,0,0,9,1
2014120174790,2,2,2,2,76,11,3,0,0,2,0,0,9,1
2014120174955,1,1,1,1,37,7,3,0,0,0,0,0,9,1
2014120175094,1,1,1,1,21,5,3,0,0,0,0,0,9,3
2014120175183,1,1,3,1,21,5,1,9,9,0,0,0,0,1
2014120175310,2,1,1,2,44,7,3,0,0,0,0,0,9,1
2014120175358,1,1,1,2,40,7,3,0,0,0,0,0,9,3
2014120175358,2,2,1,2,64,9,3,0,0,0,0,0,9,3
2014120175568,1,1,1,2,50,8,2,0,0,0,0,0,5,-1
2014120175982,1,1,1,2,46,8,3,0,0,0,0,0,1,-1
2014120176058,1,1,1,2,48,8,2,0,0,0,0,0,1,1
2014120176142,2,1,1,1,24,5,3,0,0,0,0,0,3,1
2014120176204,1,1,1,2,19,4,3,0,0,0,0,0,2,1
2014120176367,1,1,1,2,20,4,3,0,0,0,0,0,9,3
2014120176367,1,3,2,1,20,4,3,0,0,1,0,0,9,1
2014120176367,2,2,1,2,46,8,3,0,0,0,0,0,9,2
2014120176367,2,4,2,1,41,7,3,0,0,1,0,0,9,2
2014120176367,2,5,2,2,10,2,3,0,0,2,0,0,9,2
2014120176378,1,1,2,2,50,8,3,0,0,0,4,0,11,1
2014120176397,2,1,1,2,18,4,3,0,0,0,0,0,9,1
2014120176397,2,2,2,2,18,4,3,0,0,1,0,0,9,2
2014120176499,2,1,1,1,32,6,3,0,0,0,0,0,3,1
2014120176514,2,1,1,1,23,5,3,0,0,0,0,0,19,1
2014120176514,3,2,1,1,58,9,3,0,0,0,0,0,19,1
2014120176515,1,1,1,1,33,6,3,0,0,0,0,0,3,1
2014120176515,1,2,3,2,24,5,3,6,9,0,0,0,0,1
2014120176531,1,1,2,2,7,2,3,0,0,1,0,0,9,3
2014120176531,1,2,1,2,30,6,3,0,0,0,0,0,9,3
2014120176744,1,1,1,2,32,6,3,0,0,0,0,0,9,1
2014120176744,2,2,1,1,54,8,3,0,0,0,0,0,19,1
2014120176857,2,1,1,1,56,9,3,0,0,0,0,0,1,1
2014120176891,1,1,1,1,23,5,3,0,0,0,0,0,2,1
2014120177196,2,1,2,2,8,2,3,0,0,2,0,0,9,3
2014120177208,1,1,1,1,49,8,3,0,0,0,0,0,3,1
2014120177259,3,1,1,1,37,7,3,0,0,0,0,0,19,1
2014120177259,3,2,2,1,44,7,3,0,0,0,0,0,19,1
2014120177262,1,1,3,1,87,11,2,1,1,0,0,0,0,1
2014120177473,1,1,1,2,59,9,3,0,0,0,0,0,9,2
2014120177938,2,1,1,1,56,9,3,0,0,0,0,0,1,1
2014120177940,2,1,1,2,25,5,3,0,0,0,0,0,1,1
2014120178059,1,1,3,2,27,6,3,4,4,0,0,0,0,1
2014120178138,1,1,3,1,13,3,3,5,2,0,0,0,0,2
2014120178208,2,1,1,1,35,6,3,0,0,0,0,0,1,1
2014120178507,1,1,1,1,66,10,3,0,0,0,0,0,9,1
2014120178526,1,1,3,1,18,4,2,10,1,0,0,0,0,1
2014120178679,1,1,1,1,36,7,3,0,0,0,0,0,9,1
2014120178679,1,2,2,1,39,7,3,0,0,1,0,0,9,1
2014120178679,1,3,2,1,55,8,3,0,0,2,0,0,9,2
2014120178679,2,4,2,2,45,7,3,0,0,1,0,0,9,1
2014120178712,1,1,1,1,17,4,3,0,0,0,0,0,1,1
2014120178819,1,1,1,2,17,4,3,0,0,0,0,0,2,1
2014120179025,1,1,1,1,67,10,3,0,0,0,0,0,9,1
2014120179028,1,1,1,1,45,7,2,0,0,0,0,0,5,1
2014120179189,1,2,1,1,35,6,3,0,0,0,0,0,9,2
2014120179189,2,1,1,2,45,7,3,0,0,0,0,0,19,-1
2014120179308,1,1,1,1,32,6,3,0,0,0,0,0,5,1
2014120179345,1,1,1,1,31,6,3,0,0,0,0,0,9,1
2014120179479,1,2,1,2,54,8,3,0,0,0,0,0,9,3
2014120179479,2,1,1,1,29,6,3,0,0,0,0,0,9,2
2014120179518,2,1,1,1,57,9,3,0,0,0,0,0,1,1
2014120179539,1,1,2,1,16,4,3,0,0,1,0,0,9,1
2014120179673,1,1,2,1,18,4,3,0,0,1,0,0,9,1
2014120179673,1,2,2,1,18,4,3,0,0,2,0,0,9,1
2014120179673,1,3,2,1,17,4,3,0,0,2,0,0,9,1
2014120179828,1,1,1,2,54,8,3,0,0,0,0,0,9,3
2014120179828,1,3,2,2,24,5,3,0,0,1,0,0,9,2
2014120179828,2,2,1,1,24,5,3,0,0,0,0,0,9,1
2014120179828,2,4,2,2,26,6,3,0,0,1,0,0,9,1
2014120179828,2,5,2,1,8,2,3,0,0,2,0,0,9,1
2014120179828,2,6,2,1,2,1,3,0,0,2,0,0,9,1
2014120180029,1,1,1,1,54,8,2,0,0,0,0,0,5,1
2014120180474,1,1,1,1,70,10,3,0,0,0,0,0,9,3
2014120180474,1,2,2,2,61,9,3,0,0,1,0,0,9,3
2014120180493,1,1,1,1,44,7,3,0,0,0,0,0,5,1
2014120180606,1,1,1,1,27,6,3,0,0,0,0,0,5,1
2014120180606,1,2,2,2,23,5,3,0,0,0,0,0,5,1
2014120180755,1,1,1,1,44,7,3,0,0,0,0,0,9,1
2014120180755,2,2,1,1,26,6,3,0,0,0,0,0,9,3
2014120180957,2,1,1,1,26,6,3,0,0,0,0,0,9,2
2014120180968,1,1,1,1,19,4,3,0,0,0,0,0,2,1
2014120180996,2,1,1,1,39,7,3,0,0,0,0,0,5,-1
2014120181071,1,1,1,2,63,9,3,0,0,0,0,0,9,3
2014120181085,2,1,1,2,38,7,2,0,0,0,0,0,1,1
2014120181093,2,1,1,1,41,7,3,0,0,0,0,0,21,1
2014120181093,3,2,1,1,40,7,3,0,0,0,0,0,21,2
2014120181186,3,1,1,1,28,6,3,0,0,0,0,0,1,1
2014120181206,1,1,1,1,45,7,3,0,0,0,0,0,1,3
2014120181296,1,1,1,1,24,5,3,0,0,0,0,0,9,1
2014120181325,1,1,1,1,26,6,3,0,0,0,0,0,9,1
2014120181359,1,1,1,1,40,7,3,0,0,0,0,0,9,1
2014120181359,1,3,2,2,24,5,3,0,0,1,0,0,9,1
2014120181359,2,2,1,1,21,5,3,0,0,0,0,0,17,2
2014120181391,1,1,1,2,23,5,3,0,0,0,0,0,9,1
2014120181416,1,1,1,1,71,10,3,0,0,0,0,0,9,1
2014120181437,1,1,1,2,18,4,3,0,0,0,0,0,9,3
2014120181437,1,2,2,2,18,4,3,0,0,1,0,0,9,3
2014120181472,1,1,1,1,18,4,2,0,0,0,0,0,9,3
2014120181602,1,1,1,1,46,8,3,0,0,0,0,0,9,1
2014120181602,1,3,2,2,3,1,3,0,0,2,0,0,9,1
2014120181602,2,2,2,1,34,6,3,0,0,1,0,0,9,1
2014120181868,1,1,1,1,86,11,3,0,0,0,0,0,9,3
2014120181928,2,1,1,2,16,4,3,0,0,0,0,0,1,1
2014120182015,1,1,1,2,47,8,3,0,0,0,0,0,9,1
2014120182122,1,1,1,1,37,7,3,0,0,0,0,0,19,1
2014120182122,1,2,2,1,46,8,3,0,0,0,0,0,19,1
2014120182236,2,1,1,1,28,6,3,0,0,0,0,0,9,2
2014120182261,2,1,1,2,23,5,2,0,0,0,0,0,9,-1
2014120182314,2,1,1,1,17,4,3,0,0,0,0,0,3,2
2014120182459,2,1,2,1,64,9,3,0,0,2,0,0,8,1
2014120182459,2,2,2,2,14,3,3,0,0,1,0,0,8,3
2014120182509,1,1,1,1,48,8,3,0,0,0,0,0,5,2
2014120182664,2,1,1,1,35,6,3,0,0,0,0,0,1,2
2014120182866,1,1,1,2,27,6,3,0,0,0,0,0,9,3
2014120182885,2,1,1,1,59,9,2,0,0,0,0,0,1,1
2014120182936,1,1,1,1,45,7,3,0,0,0,0,0,1,1
2014120182962,1,1,2,1,26,6,3,0,0,1,0,0,9,3
