Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
2014300009113,2,1,1,1,29,6,3,0,0,0,0,0,9,1
2014300009113,3,2,1,1,-1,-1,3,0,0,0,0,0,9,2
2014300009115,1,1,1,1,50,8,3,0,0,0,0,0,5,1
2014300009116,1,1,1,1,44,7,3,0,0,0,0,0,8,-1
2014300009119,2,1,1,2,44,7,3,0,0,0,0,0,9,1
2014300009124,2,1,1,1,58,9,2,0,0,0,0,0,1,1
2014300009125,1,1,1,1,25,5,3,0,0,0,0,0,3,2
2014300009126,1,1,1,1,33,6,3,0,0,0,0,0,9,1
2014300009126,3,2,1,1,35,6,3,0,0,0,0,0,9,2
2014300009127,2,1,1,1,45,7,2,0,0,0,0,0,19,1
2014300009128,1,1,3,1,11,3,3,5,1,0,0,0,0,-1
2014300009131,2,1,1,1,54,8,3,0,0,0,0,0,9,2
2014300009131,2,2,2,2,51,8,3,0,0,1,0,0,9,2
2014300009131,2,3,2,1,23,5,3,0,0,2,0,0,9,2
2014300009131,2,4,2,2,25,5,3,0,0,2,0,0,9,2
2014300009139,2,1,1,1,42,7,3,0,0,0,0,0,9,-1
2014300009142,1,1,3,1,55,8,3,9,9,0,0,0,0,1
2014300009145,1,1,1,1,46,8,3,0,0,0,0,0,9,1
2014300009147,1,1,2,1,-1,-1,3,0,0,0,4,0,11,-1
2014300009148,2,1,1,2,22,5,3,0,0,0,0,0,9,1
2014300009148,2,2,2,2,-1,-1,3,0,0,2,0,0,9,-1
2014300009148,2,3,2,1,-1,-1,3,0,0,1,0,0,9,-1
2014300009152,2,1,1,1,15,3,3,0,0,0,0,0,1,1
2014300009155,1,1,1,1,16,4,3,0,0,0,0,0,2,1
2014300009156,2,1,2,2,22,5,3,0,0,1,0,0,9,1
2014300009157,1,1,1,1,42,7,2,0,0,0,0,0,21,1
2014300009160,2,1,1,1,44,7,3,0,0,0,0,0,9,1
2014300009162,1,1,1,1,48,8,3,0,0,0,0,0,5,2
2014300009163,1,1,3,2,35,6,3,9,5,0,0,0,0,1
2014300009167,2,1,1,1,67,10,3,0,0,0,0,0,5,1
2014300009169,1,1,1,1,49,8,3,0,0,0,0,0,9,-1
2014300009169,1,2,2,1,26,6,3,0,0,1,0,0,9,-1
2014300009169,2,3,2,2,9,2,3,0,0,2,0,0,9,-1
2014300009171,1,1,1,2,74,10,2,0,0,0,0,0,9,3
2014300009171,2,2,1,2,64,9,2,0,0,0,0,0,9,3
2014300009172,1,1,1,1,83,11,3,0,0,0,0,0,9,1
2014300009172,1,2,2,2,52,8,3,0,0,1,0,0,9,1
2014300009172,2,3,1,1,49,8,3,0,0,0,0,0,11,1
2014300009172,2,4,2,1,11,3,3,0,0,0,4,0,11,2
2014300009173,1,1,1,1,29,6,3,0,0,0,0,0,5,3
2014300009174,2,1,1,1,42,7,2,0,0,0,0,0,3,1
2014300009177,1,1,1,1,51,8,3,0,0,0,0,0,9,1
2014300009177,2,2,1,2,33,6,3,0,0,0,0,0,9,1
2014300009180,2,1,1,2,72,10,3,0,0,0,0,0,9,1
2014300009183,1,1,1,1,24,5,2,0,0,0,0,0,9,1
2014300009183,1,2,2,2,59,9,2,0,0,1,0,0,9,1
2014300009183,1,3,2,1,37,7,3,0,0,2,0,0,9,1
2014300009183,2,4,1,2,59,9,2,0,0,0,0,0,9,3
2014300009184,2,1,1,1,64,9,3,0,0,0,0,0,9,1
2014300009184,3,2,1,2,37,7,3,0,0,0,0,0,9,-1
2014300009185,1,1,1,1,19,4,3,0,0,0,0,0,9,1
2014300009185,1,2,2,2,22,5,3,0,0,1,0,0,9,-1
2014300009189,1,1,1,1,16,4,2,0,0,0,0,0,1,2
2014300009195,1,1,3,1,63,9,3,5,1,0,0,0,0,3
2014300009197,1,1,1,1,69,10,3,0,0,0,0,0,1,1
2014300009198,1,1,1,1,73,10,2,0,0,0,0,0,9,2
2014300009199,2,1,1,1,46,8,3,0,0,0,0,0,5,1
2014300009200,1,1,1,1,42,7,1,0,0,0,0,0,5,1
2014300009200,2,2,1,2,68,10,3,0,0,0,0,0,9,3
2014300009201,1,1,2,2,17,4,3,0,0,1,0,0,9,1
2014300009202,1,1,1,1,15,3,3,0,0,0,0,0,1,-1
2014300009203,1,1,1,1,11,3,3,0,0,0,0,0,1,-1
2014300009204,3,1,1,1,49,8,3,0,0,0,0,0,5,1
2014300009211,1,1,1,1,52,8,3,0,0,0,0,0,9,1
2014300009211,1,2,2,2,48,8,3,0,0,1,0,0,9,1
2014300009211,2,3,1,1,39,7,3,0,0,0,0,0,9,1
2014300009214,1,1,1,1,35,6,2,0,0,0,0,0,3,1
2014300009223,1,1,3,1,16,4,3,5,1,0,0,0,0,2
2014300009226,2,1,1,2,42,7,3,0,0,0,0,0,9,1
2014300009229,2,1,2,2,77,11,3,0,0,1,0,0,9,1
2014300009229,2,2,1,1,65,9,3,0,0,0,0,0,9,1
2014300009237,1,1,1,1,-1,-1,3,0,0,0,0,0,1,-1
2014300009239,2,1,1,1,18,4,3,0,0,0,0,0,9,1
2014300009241,2,1,1,2,41,7,3,0,0,0,0,0,9,2
2014300009242,1,1,1,1,48,8,3,0,0,0,0,0,9,2
2014300009242,2,2,1,2,28,6,3,0,0,0,0,0,9,3
2014300009243,1,1,1,1,34,6,3,0,0,0,0,0,9,-1
2014300009243,3,2,2,2,44,7,3,0,0,1,0,0,9,1
2014300009243,3,3,1,1,63,9,3,0,0,0,0,0,9,1
2014300009244,2,1,2,2,57,9,2,0,0,1,0,0,9,2
2014300009244,2,2,2,1,88,11,3,0,0,2,0,0,9,-1
2014300009244,2,3,2,2,85,11,2,0,0,2,0,0,9,-1
2014300009245,1,1,1,2,22,5,3,0,0,0,0,0,9,1
2014300009246,2,1,1,1,53,8,3,0,0,0,0,0,9,1
2014300009247,2,1,1,1,56,9,2,0,0,0,0,0,1,1
2014300009251,1,1,1,1,28,6,3,0,0,0,0,0,19,1
2014300009254,1,1,1,1,-1,-1,3,0,0,0,0,0,1,-1
2014300009258,2,1,1,1,21,5,3,0,0,0,0,0,3,1
2014300009259,1,1,1,2,45,7,3,0,0,0,0,0,9,1
2014300009259,2,2,1,2,47,8,3,0,0,0,0,0,9,1
2014300009260,1,1,1,2,40,7,3,0,0,0,0,0,1,1
2014300009263,2,1,1,1,38,7,3,0,0,0,0,0,9,1
2014300009264,1,1,1,1,33,6,3,0,0,0,0,0,9,1
2014300009264,2,2,1,1,29,6,3,0,0,0,0,0,9,1
2014300009266,2,1,1,2,40,7,3,0,0,0,0,0,9,1
2014300009269,2,1,1,1,-1,-1,3,0,0,0,0,0,5,1
2014300009270,2,1,1,1,22,5,3,0,0,0,0,0,4,1
2014300009271,1,1,1,1,52,8,3,0,0,0,0,0,9,-1
2014300009280,2,1,1,1,36,7,3,0,0,0,0,0,1,1
2014300009281,1,1,2,1,70,10,3,0,0,1,0,0,9,1
2014300009284,1,1,3,1,17,4,3,5,1,0,0,0,0,-1
2014300009285,1,1,1,1,32,6,3,0,0,0,0,0,9,1
2014300009288,1,1,1,1,40,7,3,0,0,0,0,0,90,-1
2014300009288,2,2,2,2,63,9,3,0,0,1,0,0,9,1
2014300009291,1,1,3,1,49,8,3,5,1,0,0,0,0,1
2014300009292,2,1,1,1,50,8,3,0,0,0,0,0,11,1
2014300009293,2,1,2,2,6,2,3,0,0,2,0,0,9,1
2014300009293,2,2,2,1,8,2,3,0,0,2,0,0,9,1
2014300009296,1,1,1,1,38,7,3,0,0,0,0,0,9,1
2014300009299,1,1,1,1,36,7,2,0,0,0,0,0,9,1
2014300009299,2,2,1,2,27,6,3,0,0,0,0,0,9,1
2014300009306,2,1,1,1,20,4,3,0,0,0,0,0,3,1
2014300009312,2,1,1,1,16,4,3,0,0,0,0,0,1,1
2014300009314,2,1,1,2,25,5,3,0,0,0,0,0,9,1
2014300009315,2,1,1,2,35,6,3,0,0,0,0,0,9,2
2014300009316,1,1,1,2,61,9,3,0,0,0,0,0,3,-1
2014300009334,2,1,1,1,67,10,2,0,0,0,0,0,1,1
2014300009340,1,1,2,1,17,4,3,0,0,1,0,0,9,1
2014300009343,1,1,3,1,18,4,3,5,3,0,0,0,0,1
2014300009344,2,1,1,1,27,6,3,0,0,0,0,0,19,1
2014300009347,1,1,1,1,41,7,3,0,0,0,0,0,1,1
2014300009351,1,1,3,2,24,5,2,5,3,0,0,0,0,1
2014300009353,1,1,1,1,76,11,2,0,0,0,0,0,4,1
2014300009354,2,1,1,1,41,7,3,0,0,0,0,0,9,3
2014300009361,2,1,1,1,60,9,3,0,0,0,0,0,9,1
2014300009367,1,2,1,1,25,5,3,0,0,0,0,0,9,1
2014300009367,1,3,2,2,25,5,3,0,0,1,0,0,9,1
2014300009367,2,1,1,2,79,11,3,0,0,0,0,0,9,1
2014300009372,2,1,1,1,32,6,3,0,0,0,0,0,9,1
2014300009373,2,1,1,1,59,9,3,0,0,0,0,0,9,-1
2014300009374,2,1,3,2,31,6,3,6,9,0,0,0,0,-1
2014300009382,2,1,1,2,31,6,3,0,0,0,0,0,9,1
2014300009384,1,1,3,1,11,3,2,5,1,0,0,0,0,-1
2014300009388,1,1,3,2,32,6,3,9,5,0,0,0,0,1
2014300009392,2,1,1,1,12,3,3,0,0,0,0,0,1,1
2014300009393,2,1,1,2,26,6,3,0,0,0,0,0,9,1
2014300009394,2,1,1,1,44,7,3,0,0,0,0,0,9,-1
2014300009396,3,1,2,1,43,7,3,0,0,2,0,0,9,-1
2014300009402,1,1,1,2,44,7,3,0,0,0,0,0,9,1
2014300009409,1,1,1,2,40,7,3,0,0,0,0,0,3,-1
2014300009413,4,1,1,2,26,6,3,0,0,0,0,0,9,1
2014300009414,1,1,1,1,73,10,3,0,0,0,0,0,9,1
2014300009416,2,1,1,1,9,2,3,0,0,0,0,0,1,3
2014300009420,2,1,1,1,19,4,3,0,0,0,0,0,3,1
2014300009422,1,1,1,1,27,6,2,0,0,0,0,0,9,1
2014300009422,1,2,2,1,37,7,3,0,0,1,0,0,9,1
2014300009424,1,2,3,1,23,5,2,10,9,0,0,2,0,-1
2014300009427,1,1,1,1,47,8,2,0,0,0,0,0,5,1
2014300009429,1,1,3,1,40,7,3,6,7,0,0,0,0,-1
2014300009430,1,1,2,2,17,4,3,0,0,1,0,0,9,3
2014300009433,2,1,1,2,-1,-1,3,0,0,0,0,0,9,-1
2014300009434,1,1,1,1,76,11,2,0,0,0,0,0,9,1
2014300009434,2,2,1,1,17,4,3,0,0,0,0,0,3,1
2014300009435,1,1,3,2,65,9,2,6,9,0,0,0,0,1
2014300009436,1,1,2,2,53,8,3,0,0,0,0,0,5,-1
2014300009437,1,2,1,2,20,4,3,0,0,0,0,0,9,1
2014300009437,2,1,2,2,38,7,3,0,0,1,0,0,9,1
2014300009437,2,3,1,1,41,7,3,0,0,0,0,0,9,1
2014300009438,1,1,2,2,2,1,3,0,0,0,4,0,11,-1
2014300009439,1,1,1,2,19,4,3,0,0,0,0,0,9,1
2014300009439,2,2,1,1,20,4,3,0,0,0,0,0,9,1
2014300009441,2,2,1,1,50,8,3,0,0,0,0,0,19,1
2014300009441,2,3,2,2,49,8,3,0,0,1,0,0,19,1
2014300009441,2,4,2,2,16,4,3,0,0,1,0,0,19,1
2014300009441,3,1,1,1,46,8,3,0,0,0,0,0,9,1
2014300009441,3,5,2,2,12,3,3,0,0,1,0,0,9,1
2014300009442,1,1,1,1,30,6,3,0,0,0,0,0,9,-1
2014300009442,2,2,1,1,43,7,3,0,0,0,0,0,9,1
2014300009444,2,1,3,1,68,10,3,3,2,0,0,0,0,3
2014300009447,1,1,3,2,10,2,3,5,9,0,0,0,0,-1
2014300009449,1,1,1,2,49,8,3,0,0,0,0,0,1,1
2014300009450,1,1,2,1,2,1,3,0,0,2,0,0,9,-1
2014300009451,1,2,2,1,20,4,3,0,0,1,0,0,9,-1
2014300009451,2,1,1,1,58,9,3,0,0,0,0,0,9,1
2014300009452,1,1,2,1,41,7,3,0,0,1,0,0,9,1
2014300009452,2,2,2,2,52,8,3,0,0,1,0,0,9,3
2014300009457,1,1,1,1,23,5,2,0,0,0,0,0,9,2
2014300009457,2,2,1,2,35,6,3,0,0,0,0,0,9,3
2014300009467,2,1,1,1,45,7,3,0,0,0,0,0,9,1
2014300009468,2,1,1,1,31,6,2,0,0,0,0,0,5,1
2014300009471,2,1,1,1,16,4,3,0,0,0,0,0,9,2
2014300009472,1,1,1,1,67,10,3,0,0,0,0,0,9,-1
2014300009472,2,2,1,1,-1,-1,3,0,0,0,0,0,9,-1
2014300009474,1,1,1,2,57,9,3,0,0,0,0,0,9,1
2014300009474,2,2,1,1,71,10,3,0,0,0,0,0,9,3
2014300009475,2,1,2,2,67,10,3,0,0,2,0,0,9,3
2014300009477,1,1,1,1,17,4,2,0,0,0,0,0,3,1
2014300009480,2,1,1,1,31,6,3,0,0,0,0,0,5,1
2014300009485,1,1,3,1,52,8,3,1,1,0,0,0,0,-1
2014300009494,1,1,3,2,27,6,3,1,1,0,0,0,0,1
2014300009502,1,1,3,2,-1,-1,3,10,9,0,0,0,0,-1
2014300009506,1,1,1,1,19,4,2,0,0,0,0,0,9,1
2014300009506,1,2,2,1,17,4,3,0,0,2,0,0,9,1
2014300009506,1,3,2,1,19,4,3,0,0,2,0,0,9,1
2014300009511,1,1,1,1,36,7,3,0,0,0,0,0,20,1
2014300009512,1,1,1,1,48,8,3,0,0,0,0,0,9,1
2014300009512,3,2,1,1,32,6,3,0,0,0,0,0,9,1
2014300009513,1,1,1,1,30,6,2,0,0,0,0,0,9,1
2014300009513,1,3,2,1,41,7,3,0,0,2,0,0,9,1
2014300009513,1,4,2,1,33,6,3,0,0,1,0,0,9,1
2014300009513,1,5,2,1,26,6,3,0,0,2,0,0,9,1
2014300009513,2,2,1,2,43,7,2,0,0,0,0,0,9,3
2014300009514,1,1,1,2,27,6,3,0,0,0,0,0,5,1
2014300009516,2,1,1,1,21,5,3,0,0,0,0,0,1,-1
2014300009519,1,1,3,2,11,3,3,5,3,0,0,0,0,1
2014300009520,2,1,1,1,58,9,3,0,0,0,0,0,19,1
2014300009521,1,1,1,1,22,5,2,0,0,0,0,0,3,1
2014300009522,1,1,3,1,11,3,3,1,1,0,0,0,0,-1
2014300009523,1,1,3,2,12,3,3,5,2,0,0,0,0,1
2014300009525,2,1,1,1,16,4,2,0,0,0,0,0,1,1
2014300009530,2,1,1,1,62,9,3,0,0,0,0,0,3,1
2014300009535,2,1,1,1,42,7,3,0,0,0,0,0,1,2
2014300009543,1,1,1,1,17,4,3,0,0,0,0,0,3,1
2014300009544,2,1,1,1,18,4,3,0,0,0,0,0,1,1
2014300009545,2,1,1,1,52,8,3,0,0,0,0,0,1,1
2014300009549,1,1,3,2,79,11,2,5,1,0,0,0,0,-1
2014300009550,1,1,1,1,24,5,3,0,0,0,0,0,9,1
2014300009554,2,1,1,1,18,4,3,0,0,0,0,0,9,2
2014300009558,1,1,3,2,58,9,3,6,9,0,0,0,0,2
2014300009563,1,1,3,1,9,2,2,1,1,0,0,0,0,-1
2014300009566,2,1,1,1,71,10,2,0,0,0,0,0,5,1
2014300009568,1,1,1,1,19,4,3,0,0,0,0,0,9,1
2014300009569,1,1,1,2,19,4,3,0,0,0,0,0,9,1
2014300009570,1,1,1,2,18,4,3,0,0,0,0,0,9,1
2014300009571,1,1,2,2,18,4,3,0,0,1,0,0,9,1
2014300009571,2,2,1,2,47,8,3,0,0,0,0,0,9,1
2014300009571,2,3,2,1,51,8,3,0,0,1,0,0,9,1
2014300009571,2,4,2,2,17,4,3,0,0,2,0,0,9,1
2014300009572,1,1,2,2,21,5,3,0,0,1,0,0,9,1
2014300009572,1,2,1,1,24,5,3,0,0,0,0,0,9,1
2014300009585,2,1,1,1,46,8,2,0,0,0,0,0,2,1
2014300009589,1,1,1,1,91,11,3,0,0,0,0,0,9,1
2014300009590,1,1,1,2,37,7,3,0,0,0,0,0,9,1
2014300009590,2,2,2,1,54,8,2,0,0,1,0,0,9,3
2014300009590,2,3,1,2,54,8,2,0,0,0,0,0,9,3
2014300009592,1,1,1,1,50,8,2,0,0,0,0,0,5,1
2014300009593,1,1,2,2,51,8,3,0,0,1,0,0,9,-1
2014300009595,1,1,1,1,21,5,2,0,0,0,0,0,1,1
2014300009596,2,1,1,2,37,7,3,0,0,0,0,0,9,3
2014300009596,2,2,2,2,7,2,3,0,0,2,0,0,9,3
2014300009601,1,1,1,1,21,5,3,0,0,0,0,0,9,-1
2014300009602,2,1,1,1,27,6,3,0,0,0,0,0,1,1
2014300009603,2,1,1,1,42,7,3,0,0,0,0,0,9,1
2014300009611,1,1,1,2,28,6,3,0,0,0,0,0,9,1
2014300009618,1,1,3,1,56,9,3,4,1,0,0,0,0,1
2014300009619,1,1,1,2,-1,-1,3,0,0,0,0,0,9,-1
2014300009621,2,1,1,1,24,5,3,0,0,0,0,0,9,1
2014300009621,2,2,2,2,18,4,3,0,0,1,0,0,9,1
2014300009622,1,1,1,1,53,8,2,0,0,0,0,0,3,1
2014300009624,2,1,1,1,67,10,3,0,0,0,0,0,9,1
2014300009624,2,2,2,2,61,9,3,0,0,1,0,0,9,1
2014300009625,1,1,3,1,13,3,3,5,3,0,0,0,0,-1
2014300009626,1,1,3,2,11,3,3,5,1,0,0,0,0,-1
2014300009627,1,1,3,2,33,6,3,5,1,0,0,0,0,1
2014300009636,1,1,1,1,38,7,3,0,0,0,0,0,9,2
2014300009636,2,2,1,1,55,8,3,0,0,0,0,0,9,1
2014300009637,2,1,1,2,84,11,2,0,0,0,0,0,9,2
2014300009637,2,2,2,2,82,11,3,0,0,1,0,0,9,-1
2014300009638,1,1,2,2,70,10,3,0,0,1,0,0,8,1
2014300009639,1,1,1,1,17,4,2,0,0,0,0,0,9,3
2014300009643,1,1,3,2,14,3,3,6,9,0,0,0,0,-1
2014300009646,1,1,1,1,64,9,3,0,0,0,0,0,10,1
2014300009646,2,2,1,2,37,7,3,0,0,0,0,0,9,-1
2014300009648,1,1,1,1,29,6,3,0,0,0,0,0,9,1
2014300009649,2,1,1,1,25,5,3,0,0,0,0,0,9,1
2014300009650,1,2,1,2,48,8,3,0,0,0,0,0,9,3
2014300009650,2,1,1,1,51,8,3,0,0,0,0,0,19,1
2014300009651,2,1,1,1,-1,-1,3,0,0,0,0,0,1,-1
2014300009652,2,1,1,1,29,6,3,0,0,0,0,0,3,1
2014300009655,1,1,1,1,23,5,3,0,0,0,0,0,3,1
2014300009662,2,1,1,2,58,9,3,0,0,0,0,0,9,3
2014300009665,1,1,3,1,24,5,3,9,5,0,0,0,0,1
2014300009666,1,1,1,2,36,7,3,0,0,0,0,0,9,3
2014300009670,2,1,1,1,51,8,3,0,0,0,0,0,5,1
2014300009671,2,1,1,1,56,9,3,0,0,0,0,0,9,1
2014300009672,1,1,1,2,45,7,3,0,0,0,0,0,1,1
2014300009673,1,1,1,2,-1,-1,3,0,0,0,0,0,9,3
2014300009673,1,2,2,2,24,5,3,0,0,1,0,0,9,-1
2014300009678,1,1,1,1,32,6,3,0,0,0,0,0,9,1
2014300009678,1,2,2,2,32,6,3,0,0,1,0,0,9,-1
2014300009678,2,3,2,2,21,5,3,0,0,1,0,0,9,-1
2014300009680,2,1,1,2,23,5,3,0,0,0,0,0,1,1
2014300009684,1,1,1,1,25,5,3,0,0,0,0,0,9,2
2014300009684,2,2,1,2,27,6,3,0,0,0,0,0,9,-1
2014300009684,3,3,1,1,43,7,3,0,0,0,0,0,9,1
2014300009686,2,1,1,2,29,6,3,0,0,0,0,0,9,1
2014300009688,1,1,1,2,29,6,3,0,0,0,0,0,9,3
2014300009692,1,1,1,1,61,9,3,0,0,0,0,0,9,3
2014300009692,2,2,1,1,62,9,3,0,0,0,0,0,20,-1
2014300009692,2,3,2,1,39,7,3,0,0,0,0,0,20,1
2014300009692,3,4,1,1,48,8,3,0,0,0,0,0,19,1
2014300009697,2,1,1,2,33,6,3,0,0,0,0,0,1,1
2014300009699,1,2,1,1,28,6,3,0,0,0,0,0,3,1
2014300009699,2,1,1,1,36,7,2,0,0,0,0,0,9,-1
2014300009700,2,1,1,2,40,7,3,0,0,0,0,0,9,1
2014300009701,2,1,1,1,52,8,3,0,0,0,0,0,1,-1
2014300009702,1,1,1,2,23,5,3,0,0,0,0,0,3,1
2014300009706,1,1,3,2,29,6,3,6,8,0,0,0,0,1
2014300009709,1,1,2,2,80,11,3,0,0,0,3,0,11,1
2014300009711,1,1,1,1,19,4,3,0,0,0,0,0,9,-1
2014300009714,2,1,1,1,24,5,3,0,0,0,0,0,9,1
2014300009718,1,1,1,1,17,4,3,0,0,0,0,0,3,1
2014300009720,1,1,3,1,6,2,2,9,9,0,0,0,0,-1
2014300009723,1,1,1,1,43,7,3,0,0,0,0,0,5,2
2014300009724,2,1,1,1,34,6,3,0,0,0,0,0,1,1
2014300009727,2,1,1,1,-1,-1,3,0,0,0,0,0,1,-1
2014300009732,1,1,2,1,18,4,3,0,0,1,0,0,9,-1
2014300009734,3,1,1,1,70,10,2,0,0,0,0,0,9,1
2014300009734,3,2,2,2,70,10,2,0,0,1,0,0,9,1
2014300009734,4,3,1,1,32,6,2,0,0,0,0,0,9,3
2014300009734,5,4,2,1,42,7,2,0,0,1,0,0,19,1
2014300009735,1,2,2,2,20,4,3,0,0,2,0,0,8,1
2014300009735,2,1,1,1,40,7,3,0,0,0,0,0,9,1
2014300009737,1,1,1,1,22,5,3,0,0,0,0,0,9,1
2014300009738,1,1,1,2,18,4,3,0,0,0,0,0,9,1
2014300009738,1,2,2,2,17,4,3,0,0,1,0,0,9,1
2014300009741,1,1,1,2,30,6,3,0,0,0,0,0,9,3
2014300009741,2,2,1,1,47,8,3,0,0,0,0,0,9,1
2014300009748,2,1,1,1,44,7,3,0,0,0,0,0,1,1
2014300009749,2,1,1,1,16,4,3,0,0,0,0,0,2,-1
2014300009750,2,1,1,2,38,7,3,0,0,0,0,0,9,1
2014300009750,2,2,2,1,40,7,3,0,0,1,0,0,9,1
2014300009751,1,1,2,2,-1,-1,3,0,0,0,4,0,11,-1
2014300009757,1,1,1,2,19,4,3,0,0,0,0,0,9,1
2014300009758,2,1,1,2,38,7,2,0,0,0,0,0,9,3
2014300009759,2,1,1,1,38,7,3,0,0,0,0,0,1,-1
2014300009762,1,1,1,1,-1,-1,3,0,0,0,0,0,9,1
2014300009763,1,1,1,2,23,5,3,0,0,0,0,0,9,-1
2014300009763,2,2,1,1,60,9,3,0,0,0,0,0,9,3
2014300009771,1,1,1,1,62,9,3,0,0,0,0,0,9,1
2014300009771,1,3,2,1,14,3,3,0,0,2,0,0,9,1
2014300009771,1,4,2,2,16,4,3,0,0,1,0,0,9,1
2014300009771,1,5,2,1,10,2,3,0,0,2,0,0,9,1
2014300009771,2,2,1,1,45,7,3,0,0,0,0,0,20,1
2014300009773,1,1,1,2,37,7,3,0,0,0,0,0,9,1
2014300009774,1,1,2,1,1,1,3,0,0,2,0,0,9,1
2014300009785,2,1,1,1,19,4,3,0,0,0,0,0,3,1
2014300009792,1,1,2,2,22,5,3,0,0,1,0,0,9,-1
2014300009798,2,1,1,1,20,4,3,0,0,0,0,0,3,1
2014300009800,1,1,1,2,35,6,3,0,0,0,0,0,9,1
2014300009805,1,1,3,1,21,5,3,9,5,0,0,0,0,1
2014300009806,1,1,1,1,20,4,3,0,0,0,0,0,19,1
2014300009807,1,1,1,1,22,5,3,0,0,0,0,0,9,1
2014300009809,1,1,3,1,14,3,3,6,9,0,0,0,0,1
2014300009809,1,2,3,1,13,3,3,6,9,0,0,0,0,1
2014300009813,1,1,1,1,72,10,3,0,0,0,0,0,9,1
2014300009819,2,1,1,2,34,6,3,0,0,0,0,0,9,1
2014300009819,3,2,1,2,76,11,3,0,0,0,0,0,9,-1
2014300009829,2,1,1,1,18,4,3,0,0,0,0,0,9,2
2014300009829,2,2,2,2,18,4,3,0,0,1,0,0,9,2
2014300009830,2,1,1,1,35,6,3,0,0,0,0,0,2,1
2014300009831,1,1,3,1,16,4,3,6,9,0,0,0,0,-1
2014300009834,2,1,1,2,24,5,3,0,0,0,0,0,9,1
2014300009834,2,2,2,2,28,6,3,0,0,1,0,0,9,3
2014300009835,1,1,1,1,52,8,2,0,0,0,0,0,5,1
2014300009837,1,1,1,1,36,7,3,0,0,0,0,0,9,1
2014300009840,2,1,1,1,30,6,3,0,0,0,0,0,9,1
2014300009841,1,1,1,2,55,8,3,0,0,0,0,0,9,1
2014300009842,1,1,1,1,27,6,3,0,0,0,0,0,1,1
2014300009844,2,1,1,1,22,5,2,0,0,0,0,0,5,-1
2014300009847,1,1,3,1,42,7,3,6,9,0,0,0,0,-1
2014300009848,3,1,1,2,19,4,3,0,0,0,0,0,9,1
2014300009850,1,1,1,2,60,9,3,0,0,0,0,0,9,-1
2014300009852,1,1,1,2,21,5,3,0,0,0,0,0,9,1
2014300009852,1,2,2,2,55,8,3,0,0,1,0,0,9,1
2014300009853,2,1,1,2,32,6,3,0,0,0,0,0,9,1
2014300009854,2,1,1,2,33,6,3,0,0,0,0,0,9,1
2014300009855,2,1,1,2,41,7,3,0,0,0,0,0,9,1
2014300009855,2,2,2,1,9,2,3,0,0,1,0,0,9,1
2014300009856,1,1,3,2,11,3,3,5,4,0,0,0,0,1
2014300009862,1,1,1,1,40,7,3,0,0,0,0,0,9,1
2014300009864,1,1,3,1,-1,-1,3,9,9,0,0,0,0,1
2014300009865,2,1,1,1,66,10,3,0,0,0,0,0,9,1
2014300009868,2,1,2,2,20,4,3,0,0,1,0,0,9,-1
2014300009869,1,1,1,1,54,8,3,0,0,0,0,0,1,1
2014300009872,1,1,3,1,24,5,1,5,1,0,0,0,0,3
2014300009875,2,1,2,1,8,2,3,0,0,2,0,0,9,1
2014300009876,2,1,1,2,21,5,3,0,0,0,0,0,9,1
2014300009877,1,1,2,2,60,9,3,0,0,1,0,0,9,1
2014300009878,2,1,1,1,17,4,3,0,0,0,0,0,3,3
2014300009880,1,1,1,2,20,4,3,0,0,0,0,0,9,3
2014300009881,2,1,1,1,49,8,3,0,0,0,0,0,3,2
2014300009883,1,1,2,2,59,9,3,0,0,1,0,0,9,-1
2014300009884,1,1,2,1,18,4,3,0,0,1,0,0,9,1
2014300009884,1,2,1,2,21,5,3,0,0,0,0,0,9,1
2014300009890,1,1,1,1,65,9,3,0,0,0,0,0,5,1
2014300009892,2,1,3,1,48,8,3,10,9,0,0,0,0,-1
2014300009893,1,1,1,2,19,4,3,0,0,0,0,0,9,2
2014300009893,1,2,2,2,19,4,3,0,0,2,0,0,9,2
2014300009893,1,3,2,2,19,4,3,0,0,2,0,0,9,2
2014300009893,1,4,2,1,19,4,3,0,0,2,0,0,9,2
2014300009893,1,5,2,2,20,4,3,0,0,1,0,0,9,2
2014300009895,1,1,2,2,38,7,2,0,0,1,0,0,9,2
2014300009897,1,1,1,1,43,7,3,0,0,0,0,0,5,2
2014300009898,1,1,3,2,44,7,3,1,1,0,0,0,0,1
2014300009899,1,1,1,1,34,6,3,0,0,0,0,0,9,1
2014300009900,1,1,2,2,56,9,3,0,0,1,0,0,9,1
2014300009904,1,1,2,2,60,9,3,0,0,1,0,0,9,-1
2014300009904,2,2,1,2,28,6,3,0,0,0,0,0,9,-1
2014300009904,2,3,2,1,6,2,3,0,0,2,0,0,9,-1
2014300009904,2,4,2,2,4,1,3,0,0,2,0,0,9,-1
2014300009906,1,1,1,2,76,11,3,0,0,0,0,0,9,1
2014300009910,1,1,1,2,37,7,3,0,0,0,0,0,9,1
