Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
2017010067474,1,9,0,3,0,1,0,0,0,0,2,-1,6,2,27,6,1598,1,12,2,1,2
2017010067474,2,9,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,6,3,-1,-1,2200,1,16,-1,-1,-1
2017010067480,1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,33,6,2143,2,3,5,1,5
2017010067480,2,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,23,5,1997,2,-1,5,1,5
2017010067484,1,9,0,18,0,2,0,0,0,0,1,1,2,2,29,6,1198,1,8,3,1,3
2017010067484,2,19,0,18,0,1,0,0,0,0,3,1,1,1,45,7,1968,2,13,3,1,3
2017010067491,1,9,-1,18,0,1,0,0,0,0,4,-1,6,2,31,6,1329,1,3,1,1,1
2017010067491,2,9,-1,18,0,1,0,0,0,0,-1,-1,6,3,-1,-1,1997,2,5,-1,-1,-1
2017010067493,1,90,0,18,0,1,0,0,0,0,1,1,6,1,34,6,-1,-1,-1,2,1,2
2017010067498,1,9,-1,18,-1,-1,-1,0,0,0,1,-1,6,2,44,7,1968,2,5,9,1,9
2017010067498,2,9,-1,3,-1,-1,-1,0,0,0,2,-1,6,2,-1,-1,1598,1,9,-1,-1,-1
2017010067499,1,9,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,1,27,6,1229,1,8,6,1,6
2017010067499,2,9,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,1,-1,-1,993,1,20,-1,-1,-1
2017010067500,1,9,-1,18,0,-1,0,-1,0,0,-1,-1,6,2,-1,-1,998,1,1,-1,-1,-1
2017010067507,1,9,-1,9,0,8,-1,-1,-1,-1,2,1,1,1,44,7,1968,2,6,4,1,4
2017010067507,2,9,-1,18,0,8,-1,-1,-1,-1,-1,-1,6,3,-1,-1,1896,2,10,-1,-1,-1
2017010067512,1,9,0,18,0,0,0,0,0,0,3,-1,6,1,50,8,1497,1,13,3,1,3
2017010067512,2,9,0,13,0,0,0,0,0,0,4,-1,6,1,-1,-1,3628,2,7,-1,-1,-1
2017010067513,1,9,-1,-1,-1,2,-1,-1,-1,-1,1,-1,6,2,25,5,1995,2,7,-1,-1,-1
2017010067513,2,9,-1,-1,-1,2,-1,-1,-1,-1,1,-1,6,1,27,6,1560,2,5,5,1,5
2017010067517,1,1,0,18,-1,-1,-1,-1,-1,-1,-1,1,6,1,25,5,-1,-1,-1,5,1,5
2017010067517,2,8,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,6,1,-1,-1,2402,2,15,3,1,3
2017010067519,1,9,0,5,0,8,0,0,0,0,1,1,3,2,25,5,2993,2,7,8,1,8
2017010067519,2,9,0,18,0,2,2,0,1,10,1,1,6,1,26,6,1956,2,2,10,1,10
2017010067519,3,9,0,4,0,2,0,0,0,0,1,1,2,1,55,8,1598,1,8,10,1,10
2017010067521,1,9,5,18,0,8,0,7,1,7,3,1,6,2,28,6,1968,2,4,5,2,5
2017010067521,2,9,0,7,0,8,0,0,1,2,4,1,6,2,36,7,2497,2,5,2,1,2
2017010067523,1,9,-1,2,0,0,-1,0,0,0,2,-1,6,3,-1,-1,1389,1,13,-1,-1,-1
2017010067523,2,9,-1,-1,0,0,-1,0,0,0,-1,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067525,1,11,0,18,0,1,0,0,0,0,0,1,1,2,63,9,6692,2,7,3,1,3
2017010067527,1,9,0,9,0,8,0,0,0,0,3,1,1,2,44,7,1997,1,13,5,1,5
2017010067527,2,1,0,18,0,1,5,0,0,0,3,1,6,1,37,7,-1,-1,-1,6,1,6
2017010067529,1,3,0,18,0,0,0,0,0,0,4,1,1,1,22,5,108,1,-1,3,1,3
2017010067530,1,8,0,5,9,0,0,0,0,0,0,1,6,1,50,8,1997,2,6,5,1,5
2017010067533,1,9,0,18,0,0,0,0,0,0,1,1,1,1,46,8,1798,8,5,5,1,5
2017010067533,2,1,0,18,0,0,0,0,0,0,1,1,2,2,30,6,-1,-1,-1,5,1,5
2017010067537,1,9,0,3,0,0,0,0,0,0,2,1,6,2,77,11,1598,1,10,3,1,3
2017010067537,2,9,0,3,0,0,0,0,0,0,1,1,6,1,25,5,1598,2,7,3,1,3
2017010067538,1,9,0,3,0,0,0,0,0,0,1,1,6,1,32,6,-1,-1,-1,7,1,7
2017010067538,2,9,0,6,0,0,0,0,0,0,4,1,6,2,45,7,2179,2,6,6,1,6
2017010067539,1,9,0,9,0,5,0,0,2,5,1,1,6,2,45,7,2143,2,5,2,1,2
2017010067542,1,1,0,5,0,8,0,0,0,0,2,1,4,1,14,3,-1,-1,-1,9,1,9
2017010067542,2,1,0,5,0,8,0,0,0,0,3,1,4,1,14,3,-1,-1,-1,2,1,2
2017010067542,3,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067543,1,9,0,18,0,0,0,0,0,0,4,1,6,2,20,4,1390,1,3,6,1,6
2017010067545,1,9,0,7,0,8,1,0,0,0,3,1,6,2,22,5,1199,2,4,2,1,2
2017010067545,2,19,5,16,0,8,0,0,0,0,1,1,1,1,38,7,-1,-1,-1,1,1,1
2017010067546,1,11,0,18,2,1,0,0,0,0,0,1,1,1,59,9,5132,2,3,2,1,2
2017010067546,2,9,0,7,2,1,0,0,0,0,0,1,6,3,-1,-1,1995,2,4,-1,-1,-1
2017010067548,1,9,0,18,0,1,-1,0,0,0,2,-1,6,1,38,7,1242,1,11,3,1,3
2017010067548,2,9,0,18,0,6,-1,0,0,0,1,-1,6,3,-1,-1,1364,1,8,-1,-1,-1
2017010067550,1,9,0,18,0,0,0,0,0,0,2,-1,2,2,33,6,1497,8,12,9,3,9
2017010067550,2,9,0,18,0,0,0,0,0,0,1,-1,6,3,-1,-1,1797,8,4,-1,-1,-1
2017010067551,1,9,0,18,0,0,0,10,1,10,1,1,6,2,72,10,1318,1,2,6,1,6
2017010067551,2,9,0,2,9,0,0,0,0,0,0,1,6,3,-1,-1,1390,1,13,-1,-1,-1
2017010067552,1,3,0,3,0,4,0,-1,0,0,2,1,6,1,31,6,108,1,-1,2,1,2
2017010067552,2,9,-1,18,0,4,0,-1,0,0,1,-1,6,3,-1,-1,2143,2,2,-1,-1,-1
2017010067554,1,19,0,15,0,0,0,0,0,0,1,1,6,3,-1,-1,2198,2,3,-1,-1,-1
2017010067555,1,9,0,18,0,1,0,0,0,0,4,1,6,1,28,6,1299,1,9,3,1,3
2017010067555,2,9,0,7,0,6,0,0,0,0,1,1,1,1,32,6,-1,3,-1,7,1,7
2017010067559,1,9,0,9,0,8,0,0,0,0,1,1,2,1,37,7,1995,2,6,3,1,3
2017010067559,2,1,0,18,0,1,0,0,0,0,4,1,6,1,51,8,-1,-1,-1,-1,-1,-1
2017010067561,1,9,0,7,0,5,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067561,2,90,0,18,0,6,0,0,0,0,1,1,2,1,47,8,-1,-1,-1,2,1,2
2017010067563,1,9,0,5,0,6,0,0,0,0,4,1,6,1,53,8,1386,1,13,3,1,3
2017010067563,2,3,0,17,0,1,0,0,0,0,4,1,6,1,64,9,124,1,6,3,1,3
2017010067567,1,19,0,9,7,1,0,0,0,0,1,1,3,1,37,7,-1,-1,-1,3,1,3
2017010067567,2,1,0,7,0,8,0,0,0,0,0,1,2,2,31,6,-1,-1,-1,2,1,2
2017010067568,1,2,0,7,0,3,1,0,0,0,4,1,6,1,24,5,49,1,16,9,3,9
2017010067573,1,9,-1,9,0,0,0,7,0,0,1,-1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2017010067574,1,8,0,8,0,5,0,0,0,0,4,1,3,1,62,9,1896,2,10,2,1,2
2017010067574,2,1,0,18,0,5,0,0,0,0,1,1,6,1,33,6,-1,-1,-1,4,1,4
2017010067576,1,11,0,18,0,0,0,0,0,0,1,1,1,1,34,6,9000,2,7,5,1,5
2017010067576,2,11,0,9,0,0,0,0,0,0,2,1,2,1,29,6,-1,-1,-1,3,1,3
2017010067577,1,9,0,18,0,8,-1,0,0,0,4,-1,6,1,41,7,1797,8,5,3,1,3
2017010067577,2,9,0,18,0,4,-1,0,0,0,1,-1,6,3,-1,-1,1995,2,3,-1,-1,-1
2017010067579,1,9,0,3,0,2,0,0,0,0,2,1,6,2,40,7,1896,2,10,4,1,4
2017010067579,2,9,0,3,0,2,0,0,0,0,2,1,6,1,52,8,1997,2,2,2,1,2
2017010067579,3,9,0,18,0,8,0,0,0,0,1,1,6,2,38,7,2179,2,2,2,1,2
2017010067581,1,9,0,-1,0,-1,0,0,0,0,-1,1,6,1,62,9,1968,2,4,7,3,7
2017010067581,2,1,0,18,0,-1,0,0,0,0,1,1,6,1,35,6,-1,-1,-1,5,1,5
2017010067587,1,19,0,5,0,8,0,0,0,0,1,1,1,1,37,7,1995,2,-1,1,1,1
2017010067587,2,9,0,18,0,8,0,4,1,10,1,1,6,1,23,5,1364,1,8,4,1,4
2017010067590,1,9,0,3,0,1,0,0,0,0,2,-1,6,2,56,9,1995,2,15,4,1,4
2017010067590,2,9,0,18,0,1,0,0,0,0,1,-1,6,2,-1,-1,2993,2,7,-1,-1,-1
2017010067591,1,9,0,18,0,0,0,0,0,0,3,-1,6,2,26,6,1329,1,4,4,1,4
2017010067591,2,9,0,-1,0,0,0,0,0,0,1,-1,6,3,-1,-1,1587,1,12,-1,-1,-1
2017010067594,1,1,0,18,0,1,0,0,0,0,1,1,6,1,25,5,-1,-1,-1,7,1,7
2017010067595,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067596,1,19,0,9,0,8,0,0,0,0,1,1,1,2,43,7,2198,2,2,1,1,1
2017010067596,2,3,0,18,0,8,0,0,1,0,1,1,2,1,34,6,125,1,9,-1,-1,-1
2017010067597,1,11,0,5,2,1,0,4,0,0,4,1,1,1,35,6,9360,2,6,4,1,4
2017010067598,1,9,0,3,0,0,0,0,0,0,4,1,6,1,78,11,1596,1,11,5,1,5
2017010067598,2,3,0,15,0,0,0,0,7,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067599,1,9,0,5,0,0,0,4,0,0,2,1,6,2,33,6,1598,1,8,3,1,3
2017010067599,2,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,-1,1299,1,15,-1,-1,-1
2017010067600,1,5,0,4,0,1,0,0,0,0,1,1,2,1,49,8,1050,1,7,5,1,5
2017010067601,1,19,0,5,0,1,0,0,0,0,1,1,2,1,55,8,2148,2,12,7,1,7
2017010067604,1,19,0,9,0,1,0,0,0,0,1,1,2,1,26,6,1995,2,-1,7,1,7
2017010067604,2,3,0,13,0,1,1,0,0,0,1,1,6,1,57,9,249,1,5,8,1,8
2017010067606,1,19,0,9,0,1,0,0,0,0,1,1,1,1,25,5,2287,2,2,3,1,3
2017010067606,2,3,0,18,9,8,0,0,1,10,1,1,6,1,30,6,124,1,9,6,1,6
2017010067607,1,1,0,18,4,2,1,0,0,0,1,1,2,2,26,6,-1,-1,-1,3,1,3
2017010067608,1,8,0,5,9,1,0,11,1,2,1,1,1,1,51,8,2499,2,9,2,1,2
2017010067608,2,8,5,5,0,2,0,0,0,0,0,1,6,1,31,6,2148,2,6,-1,-1,-1
2017010067608,3,19,0,18,0,1,0,0,0,0,4,1,1,1,34,6,1995,2,-1,-1,-1,-1
2017010067609,1,11,0,5,2,0,0,0,0,0,0,1,1,1,28,6,6700,2,7,3,1,3
2017010067611,1,9,0,18,0,0,0,0,0,0,1,1,6,1,61,9,1598,1,7,2,1,2
2017010067611,2,9,0,9,0,0,0,0,0,0,1,1,6,1,16,4,1995,2,4,-1,-1,-1
2017010067612,1,4,0,13,0,3,0,0,0,0,1,1,2,1,51,8,125,1,3,8,1,8
2017010067613,1,11,0,18,0,8,0,0,0,0,0,1,1,2,65,9,9000,2,8,2,1,2
2017010067614,1,9,0,18,9,1,0,11,7,0,1,1,6,2,30,6,2143,2,-1,3,1,3
2017010067615,1,9,0,18,0,8,0,0,0,0,1,1,6,1,23,5,1984,2,1,10,1,10
2017010067615,2,8,0,4,0,8,0,0,0,0,2,1,1,1,55,8,2402,2,14,2,1,2
2017010067615,3,9,0,3,0,8,0,0,0,0,2,1,6,2,26,6,1242,1,5,7,1,7
2017010067616,1,8,0,12,0,8,0,0,0,0,3,1,1,1,29,6,2143,2,2,6,1,6
2017010067616,2,3,0,18,0,8,0,0,0,0,4,1,1,1,43,7,125,1,1,1,1,1
2017010067617,1,9,0,18,0,0,0,11,0,0,1,1,6,1,27,6,1388,1,10,7,1,7
2017010067618,1,9,0,3,0,5,0,0,0,0,1,1,1,1,34,6,1598,2,2,4,1,4
2017010067618,2,9,0,3,0,1,0,0,0,0,2,1,1,1,41,7,1296,1,10,5,1,5
2017010067620,1,9,0,5,0,8,0,0,0,0,1,1,6,1,80,11,1997,1,16,5,1,5
2017010067620,2,1,0,18,4,8,0,0,0,0,1,1,6,2,19,4,-1,-1,-1,4,1,4
2017010067621,1,3,0,18,0,1,0,0,0,0,1,1,6,1,26,6,125,1,1,2,1,2
2017010067621,2,9,0,3,0,1,0,0,0,0,2,1,6,1,51,8,1896,2,7,3,1,3
2017010067622,1,19,0,9,0,8,0,0,0,0,1,1,1,1,40,7,2143,2,4,2,1,2
2017010067622,2,4,0,18,0,8,0,0,0,0,1,1,1,1,24,5,108,1,-1,4,1,4
2017010067623,1,9,0,4,0,0,0,0,0,0,1,1,6,1,37,7,1995,2,1,5,1,5
2017010067624,1,9,0,18,0,0,0,0,0,0,1,1,6,2,32,6,1598,1,9,5,1,5
2017010067624,2,9,0,3,0,0,0,0,0,0,2,1,6,1,25,5,1796,1,15,2,1,2
2017010067626,1,9,0,18,0,1,0,0,0,0,2,1,6,2,43,7,1995,1,9,1,1,1
2017010067626,2,9,0,18,0,1,0,0,0,0,2,1,2,1,42,7,1968,2,10,3,1,3
2017010067626,3,9,0,18,0,1,0,0,0,0,1,1,2,2,27,6,1998,8,1,6,1,6
2017010067628,1,9,0,18,0,0,0,10,1,2,1,1,1,1,51,8,1798,8,1,4,1,4
2017010067631,1,9,0,18,0,1,0,0,0,0,1,1,6,2,54,8,-1,-1,-1,9,1,9
2017010067632,1,9,0,9,8,1,0,0,0,0,1,1,6,2,25,5,1395,1,2,3,1,3
2017010067632,2,3,0,5,0,1,0,0,0,0,1,1,6,1,31,6,125,1,7,7,1,7
2017010067633,1,3,0,12,0,0,0,0,0,0,1,1,6,1,27,6,-1,-1,-1,1,1,1
2017010067634,1,9,0,9,0,5,0,0,0,0,3,1,6,1,25,5,1598,1,10,1,1,1
2017010067634,2,5,0,18,0,8,0,0,0,0,1,1,2,2,36,7,599,1,18,3,1,3
2017010067635,1,3,0,5,4,1,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067635,2,1,0,4,4,1,5,0,0,0,1,1,6,2,26,6,-1,-1,-1,6,1,6
2017010067638,1,9,0,5,0,1,0,0,0,0,1,1,6,1,38,7,1299,1,12,3,1,3
2017010067638,2,1,0,18,0,1,0,0,0,0,3,1,6,1,24,5,-1,-1,-1,1,1,1
2017010067639,1,9,0,4,0,1,0,0,0,0,1,1,6,2,72,10,1968,2,4,4,1,4
2017010067639,2,5,0,3,0,1,0,0,0,0,2,1,6,1,34,6,745,1,-1,5,1,5
2017010067640,1,4,0,18,0,0,1,0,0,0,1,1,2,1,24,5,125,1,2,6,1,6
2017010067642,1,19,0,18,0,0,0,0,1,2,1,1,1,1,37,7,-1,-1,-1,3,1,3
2017010067644,1,9,0,5,0,1,0,0,0,0,1,1,6,2,71,10,999,1,2,8,1,8
2017010067644,2,9,0,4,0,1,0,0,0,0,2,1,6,2,49,8,-1,-1,-1,6,1,6
2017010067645,1,9,0,4,0,8,0,0,0,0,2,1,6,1,35,6,1968,2,2,8,1,8
2017010067645,2,1,0,3,0,8,0,0,0,0,1,1,1,1,27,6,-1,-1,-1,4,1,4
2017010067650,1,9,-1,18,0,0,0,0,0,0,2,-1,6,2,39,7,2993,2,2,8,1,8
2017010067650,2,19,-1,18,0,0,0,0,0,0,1,-1,1,2,-1,-1,2143,2,1,-1,-1,-1
2017010067651,1,9,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,6,1,40,7,1596,1,14,2,1,2
2017010067651,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067657,1,9,-1,-1,-1,-1,-1,-1,0,0,-1,-1,6,3,-1,-1,1798,8,1,-1,-1,-1
2017010067658,1,5,0,13,0,0,0,0,0,0,3,1,2,1,64,9,652,1,6,4,1,4
2017010067658,2,8,0,6,0,0,0,0,0,0,1,1,6,1,40,7,1956,2,2,3,1,3
2017010067663,1,9,0,18,0,0,0,0,0,0,4,1,6,1,65,9,698,1,12,7,1,7
2017010067663,2,11,0,3,0,0,0,0,0,0,0,1,1,1,37,7,-1,-1,-1,5,1,5
2017010067666,1,19,0,7,0,1,0,0,1,0,2,1,6,1,55,8,-1,-1,-1,3,1,3
2017010067666,2,1,0,18,0,1,0,0,0,0,0,1,6,2,25,5,-1,-1,-1,2,1,2
2017010067667,1,9,0,18,0,1,0,0,0,0,1,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067672,1,3,0,-1,0,0,0,0,0,0,1,1,6,2,32,6,108,1,5,3,1,3
2017010067672,2,9,0,1,0,0,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,8,3,8
2017010067676,1,9,0,18,0,1,0,0,0,0,1,1,6,2,24,5,1461,2,6,2,1,2
2017010067676,2,9,0,9,0,8,0,0,0,0,1,2,1,1,50,8,1597,1,32,8,1,8
2017010067677,1,1,-1,18,0,0,-1,0,0,0,3,1,6,2,38,7,-1,-1,-1,3,1,3
2017010067677,2,9,-1,-1,0,0,-1,0,0,0,4,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067679,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,1,25,5,-1,-1,-1,3,1,3
2017010067679,2,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2017010067680,1,3,-1,-1,0,0,-1,-1,-1,-1,-1,1,6,1,-1,-1,125,1,1,-1,-1,-1
2017010067683,1,9,0,4,0,7,0,0,0,0,2,1,6,1,18,4,1598,1,12,5,1,5
2017010067683,2,19,0,4,0,8,0,0,0,0,1,1,6,1,28,6,1968,2,4,8,1,8
2017010067683,3,9,0,4,0,8,0,0,0,0,1,1,6,1,29,6,1200,1,-1,2,1,2
2017010067684,1,9,0,18,0,2,0,0,0,0,4,1,6,2,32,6,1560,2,10,6,1,6
2017010067684,2,9,0,5,0,1,0,0,0,0,1,2,6,1,20,4,-1,-1,-1,-1,-1,-1
2017010067689,1,1,0,18,0,0,0,0,0,0,3,1,2,2,30,6,-1,-1,-1,2,1,2
2017010067689,2,9,-1,-1,0,0,-1,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2017010067690,1,1,-1,18,0,8,-1,0,0,0,1,1,2,2,37,7,-1,-1,-1,5,1,5
2017010067690,2,8,0,7,0,8,-1,0,0,0,3,1,1,1,-1,-1,2499,2,4,-1,-1,-1
2017010067691,1,1,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2017010067693,1,9,-1,1,0,0,0,0,0,0,2,-1,6,3,-1,-1,1796,1,3,2,1,2
2017010067693,2,9,-1,2,0,0,0,0,0,0,4,-1,6,3,-1,-1,1598,1,8,-1,-1,-1
2017010067700,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,1,29,6,-1,-1,-1,5,1,5
2017010067700,2,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,47,8,1497,8,9,3,1,3
2017010067701,1,9,0,5,9,1,0,0,0,0,1,1,2,1,34,6,1390,1,14,4,1,4
2017010067701,2,2,0,18,0,1,2,0,0,0,1,1,2,1,32,6,125,1,3,6,1,6
2017010067702,1,9,-1,3,0,1,-1,0,0,0,2,1,6,2,34,6,2179,2,5,-1,-1,-1
2017010067702,2,9,0,18,0,1,-1,0,0,0,1,-1,6,3,-1,-1,1388,1,13,-1,-1,-1
2017010067703,1,1,0,18,0,0,0,0,0,0,1,1,1,1,31,6,-1,-1,-1,6,1,6
2017010067714,1,9,0,14,0,0,0,0,0,0,-1,1,6,1,31,6,1596,1,6,1,1,1
2017010067714,2,3,0,-1,0,0,0,0,0,0,4,1,6,1,-1,-1,124,1,4,-1,-1,-1
2017010067720,1,1,0,7,0,8,0,0,0,0,1,1,6,1,54,8,-1,-1,-1,3,1,3
2017010067720,2,9,0,7,0,8,0,0,0,0,3,1,6,2,33,6,1796,1,13,5,1,5
2017010067722,1,20,-1,18,0,-1,-1,0,0,0,1,-1,6,1,44,7,4461,2,6,4,1,4
2017010067722,2,19,-1,12,0,-1,-1,-1,0,0,1,-1,6,1,62,9,2299,2,3,7,1,7
2017010067724,1,9,-1,3,-1,0,-1,-1,-1,-1,-1,-1,6,2,43,7,599,1,14,7,1,7
2017010067724,2,9,-1,18,-1,0,-1,-1,-1,-1,1,-1,6,1,-1,-1,2268,2,2,9,1,9
2017010067728,1,9,0,9,0,6,0,0,0,0,0,-1,6,2,-1,-1,1598,1,5,-1,-1,-1
2017010067729,1,19,0,7,0,1,0,0,0,0,4,1,1,1,62,9,2198,2,4,2,1,2
2017010067729,2,1,0,18,4,1,1,0,0,0,1,1,6,1,27,6,-1,-1,-1,5,1,5
2017010067730,1,9,0,18,0,4,-1,-1,-1,-1,2,-1,6,2,34,6,1598,1,5,8,1,8
2017010067730,2,9,0,18,0,4,-1,-1,0,0,1,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067740,1,5,0,18,0,0,0,0,0,0,1,1,6,1,49,8,-1,-1,-1,2,1,2
2017010067741,1,9,-1,-1,-1,-1,0,0,-1,0,3,1,6,1,38,7,2143,2,3,1,1,1
2017010067741,2,9,-1,18,-1,-1,-1,0,-1,0,1,1,6,3,-1,-1,1896,2,13,-1,-1,-1
2017010067747,1,9,0,3,0,1,0,0,0,0,2,1,6,1,28,6,1995,2,3,-1,-1,-1
2017010067748,1,8,0,14,0,1,0,0,0,0,4,1,1,1,58,9,2499,2,9,10,1,10
2017010067749,1,4,0,18,0,8,-1,0,0,0,1,1,6,1,31,6,-1,-1,-1,2,1,2
2017010067749,2,9,0,9,-1,8,-1,0,0,0,3,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067750,1,1,0,-1,2,0,-1,-1,-1,-1,4,1,6,1,35,6,-1,-1,-1,7,1,7
2017010067752,1,9,0,9,0,0,0,0,0,0,1,1,6,2,60,9,1364,1,9,-1,-1,-1
2017010067752,2,1,0,18,0,0,0,0,0,0,1,1,6,1,41,7,-1,-1,-1,8,1,8
2017010067757,1,9,0,11,0,0,0,0,0,0,0,1,2,1,29,6,1596,1,14,3,1,3
2017010067757,2,3,0,18,0,0,0,0,0,0,0,1,2,1,41,7,124,1,17,3,1,3
2017010067758,1,5,0,18,0,0,0,0,0,0,4,1,2,1,45,7,1084,1,15,10,1,10
2017010067758,2,9,0,12,0,0,0,0,0,0,3,1,6,2,33,6,2993,2,3,5,3,5
2017010067762,1,3,0,18,0,0,0,0,0,0,3,1,2,1,40,7,125,1,4,2,1,2
2017010067762,2,9,-1,-1,-1,0,-1,-1,0,0,-1,-1,6,3,-1,-1,1598,1,10,-1,-1,-1
2017010067762,3,9,-1,-1,-1,0,-1,-1,0,0,-1,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067766,1,9,-1,-1,-1,0,-1,-1,-1,-1,2,-1,6,2,43,7,2000,2,6,8,1,8
2017010067768,1,11,-1,18,0,-1,0,0,0,0,-1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067769,1,19,0,9,0,1,0,0,0,0,1,1,2,1,27,6,2143,2,3,7,1,7
2017010067769,2,3,0,7,0,1,5,0,0,0,1,1,1,1,61,9,745,1,1,7,1,7
2017010067774,1,9,0,5,0,4,0,0,0,0,1,1,2,2,46,8,1998,1,15,6,1,6
2017010067774,2,1,0,9,0,3,-1,0,0,0,4,1,2,2,44,7,-1,-1,-1,4,1,4
2017010067786,1,9,0,3,0,0,0,0,0,0,2,-1,6,1,51,8,1968,2,3,6,1,6
2017010067786,2,1,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2017010067790,1,1,-1,-1,0,0,-1,-1,0,0,-1,1,6,2,45,7,-1,-1,-1,7,1,7
2017010067793,1,9,0,17,0,6,0,0,0,0,1,1,6,2,46,8,1598,1,9,4,1,4
2017010067795,1,9,0,5,0,1,0,0,0,0,1,1,6,2,22,5,1596,1,10,2,1,2
2017010067795,2,9,0,18,0,1,0,0,0,0,1,1,6,2,27,6,1796,1,8,1,1,1
2017010067796,1,4,0,18,0,2,1,0,0,0,1,1,2,1,47,8,499,1,22,5,1,5
2017010067797,1,9,0,9,0,5,0,0,0,0,1,1,3,1,35,6,2987,2,3,-1,-1,-1
2017010067797,2,1,0,18,4,8,0,0,0,0,1,1,6,1,46,8,-1,-1,-1,4,1,4
2017010067802,1,9,0,3,0,1,0,0,0,0,2,1,1,1,66,10,-1,-1,-1,2,1,2
2017010067802,2,9,0,3,0,1,0,0,0,0,1,1,6,1,31,6,-1,-1,-1,4,1,4
2017010067803,1,9,0,3,0,8,-1,0,0,0,1,-1,6,1,41,7,1995,2,4,-1,-1,-1
2017010067803,2,9,0,1,0,8,0,0,0,0,2,-1,6,3,-1,-1,1598,1,12,-1,-1,-1
2017010067808,1,9,0,7,0,5,0,0,0,0,4,1,6,1,25,5,1968,2,5,3,1,3
2017010067808,2,1,0,15,0,1,0,0,0,0,1,1,6,1,69,10,-1,-1,-1,3,1,3
2017010067809,1,2,0,18,0,1,0,0,0,0,1,1,6,1,45,7,125,1,-1,1,1,1
2017010067809,2,2,0,18,0,1,0,0,0,0,2,1,2,1,37,7,125,1,2,4,1,4
2017010067811,1,9,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010067811,2,1,-1,3,-1,0,-1,-1,-1,-1,-1,1,6,1,38,7,-1,-1,-1,2,1,2
2017010067813,1,3,0,18,0,-1,0,0,0,0,-1,1,6,3,-1,-1,108,1,2,-1,-1,-1
2017010067819,1,9,0,3,0,0,0,0,0,0,2,1,1,1,36,7,-1,-1,-1,9,1,9
2017010067819,2,9,0,3,0,0,0,0,0,0,2,1,1,1,27,6,998,1,2,4,1,4
2017010067819,3,9,0,11,0,0,0,0,0,0,2,1,6,1,33,6,1598,2,6,2,1,2
2017010067819,4,9,0,18,0,0,0,0,0,0,1,1,1,1,40,7,-1,-1,-1,2,1,2
2017010067821,1,1,-1,-1,-1,0,-1,-1,0,0,-1,1,6,2,42,7,-1,-1,-1,5,1,5
2017010067821,2,9,-1,-1,-1,0,-1,-1,0,0,-1,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
