Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
2017621700055,1,9,0,18,0,0,0,0,0,0,1,1,6,1,40,7,1560,2,10,-1,1,-1
2017621700055,2,1,0,18,0,0,0,0,0,0,1,1,6,1,32,6,-1,-1,-1,-1,1,-1
2017621700056,1,9,0,18,0,2,0,0,0,0,2,1,6,1,33,6,1149,1,1,-1,1,-1
2017621700056,2,1,0,18,0,2,0,0,0,0,1,1,6,1,45,7,-1,-1,-1,-1,1,-1
2017621700057,1,9,0,4,0,1,0,10,0,11,1,1,6,1,59,9,1388,1,13,-1,1,-1
2017621700058,1,19,0,12,0,0,5,0,0,0,3,1,1,1,53,8,1598,2,1,-1,3,-1
2017621700058,2,9,0,18,0,0,0,0,0,0,4,1,6,1,25,5,1956,2,5,-1,1,-1
2017621700060,1,9,0,18,0,1,0,0,0,0,1,1,6,2,30,6,-1,-1,-1,-1,1,-1
2017621700060,2,9,0,5,0,8,0,0,0,0,3,1,6,2,33,6,998,1,8,-1,1,-1
2017621700061,1,9,0,18,0,0,0,4,0,0,1,1,6,1,44,7,1796,1,14,-1,1,-1
2017621700061,2,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1985,1,24,-1,-1,-1
2017621700061,3,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1396,1,12,-1,-1,-1
2017621700062,1,19,0,5,0,1,0,0,0,0,1,1,6,2,43,7,1968,2,5,-1,3,-1
2017621700062,2,9,0,4,0,1,0,0,0,0,2,1,6,2,42,7,1618,1,7,-1,1,-1
2017621700062,3,9,0,4,0,1,0,0,0,0,2,1,6,2,46,8,875,1,5,-1,1,-1
2017621700063,1,9,0,18,0,0,1,0,1,0,3,1,6,1,47,8,1598,1,14,-1,1,-1
2017621700063,2,9,0,18,0,0,0,0,0,0,3,1,6,2,45,7,875,1,6,-1,3,-1
2017621700064,1,9,0,5,0,4,0,0,0,0,1,1,6,1,30,6,1598,1,12,-1,1,-1
2017621700064,2,1,0,18,0,8,0,0,0,0,4,1,6,1,48,8,-1,-1,-1,-1,1,-1
2017621700065,1,9,0,7,0,1,0,0,0,0,1,1,2,1,33,6,1242,1,10,-1,1,-1
2017621700065,2,9,0,18,0,8,0,0,0,0,4,1,1,2,18,4,1332,1,6,-1,1,-1
2017621700066,1,1,0,18,0,3,0,0,0,0,1,1,6,1,42,7,-1,-1,-1,-1,1,-1
2017621700066,2,1,0,18,0,3,0,0,0,0,1,1,6,1,48,8,-1,-1,-1,-1,1,-1
2017621700067,1,21,1,18,0,8,0,0,0,0,1,1,1,1,60,9,12900,2,9,-1,1,-1
2017621700067,2,21,1,7,0,8,0,0,1,0,3,1,1,1,64,9,10518,2,4,-1,1,-1
2017621700068,1,9,0,17,0,0,1,0,0,0,1,1,6,2,42,7,1332,1,19,-1,1,-1
2017621700068,2,9,0,2,0,0,0,0,0,2,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017621700069,1,9,0,18,0,8,5,7,0,0,3,1,6,1,79,11,1242,1,6,-1,1,-1
2017621700070,1,9,0,18,0,0,0,0,0,0,1,1,6,2,46,8,1461,2,2,-1,1,-1
2017621700070,2,9,0,3,0,0,0,0,0,0,2,1,6,2,22,5,1390,1,7,-1,1,-1
2017621700070,3,9,0,3,0,0,0,0,0,0,2,1,6,2,40,7,1686,2,5,-1,1,-1
2017621700072,1,9,0,18,0,8,0,0,0,0,1,1,6,1,33,6,1896,2,14,-1,1,-1
2017621700072,2,9,0,18,0,8,0,0,0,0,4,1,6,1,20,4,1149,1,12,-1,1,-1
2017621700072,3,9,0,18,0,8,0,0,0,0,3,1,6,1,32,6,1870,2,14,-1,1,-1
2017621700073,1,9,0,9,0,8,0,0,0,0,3,1,4,1,18,4,1242,1,7,-1,3,-1
2017621700073,2,9,0,18,0,8,0,0,0,0,1,1,2,2,52,8,1968,2,6,-1,2,-1
2017621700075,1,9,0,16,0,0,1,0,7,2,3,1,6,2,34,6,1390,1,6,-1,1,-1
2017621700076,1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,1598,1,13,-1,-1,-1
2017621700076,2,9,0,3,0,2,0,0,0,0,2,1,6,2,22,5,1368,1,8,-1,1,-1
2017621700077,1,19,0,18,0,0,5,7,0,1,1,1,6,1,85,11,2198,2,9,-1,3,-1
2017621700078,1,9,0,18,0,4,0,0,0,0,1,1,6,1,30,6,1598,2,4,-1,1,-1
2017621700078,2,9,0,18,0,8,0,0,0,0,1,1,6,1,38,7,1596,1,7,-1,1,-1
2017621700079,1,1,0,18,0,3,1,0,0,0,0,1,6,2,55,8,-1,-1,-1,-1,2,-1
2017621700080,1,9,0,7,0,5,0,0,0,0,4,1,6,1,33,6,1560,2,6,-1,1,-1
2017621700080,2,5,0,18,2,8,0,0,0,0,3,1,1,1,54,8,647,1,14,-1,1,-1
2017621700081,1,9,0,5,0,0,0,0,0,0,1,1,6,1,59,9,2777,2,8,-1,1,-1
2017621700081,2,3,0,18,0,0,0,0,0,0,1,1,6,1,33,6,124,1,17,-1,1,-1
2017621700082,1,9,0,9,0,8,0,0,0,0,1,1,6,2,37,7,1299,1,15,-1,2,-1
2017621700082,2,9,0,18,0,8,0,0,0,0,1,1,6,1,27,6,1896,2,15,-1,2,-1
2017621700083,1,9,0,17,0,0,2,0,0,0,3,1,6,1,50,8,1124,1,8,-1,3,-1
2017621700084,1,21,0,18,0,4,0,9,3,0,1,1,1,1,64,9,12882,2,1,-1,1,-1
2017621700084,2,9,0,18,0,8,0,0,0,0,1,1,6,1,66,10,1956,2,4,-1,1,-1
2017621700084,3,19,0,7,0,8,0,0,0,0,1,1,6,1,32,6,2151,2,15,-1,1,-1
2017621700084,4,19,0,7,0,8,0,0,0,0,1,1,6,1,38,7,2143,2,3,-1,1,-1
2017621700085,1,9,0,5,0,0,0,0,0,0,2,1,6,2,39,7,1968,2,8,-1,1,-1
2017621700085,2,4,0,18,0,0,0,0,0,0,1,1,6,1,32,6,125,1,2,-1,1,-1
2017621700086,1,11,0,18,0,0,0,0,0,0,1,1,1,1,34,6,12419,2,7,-1,2,-1
2017621700086,2,19,0,4,0,0,0,0,0,0,2,1,1,1,55,8,1461,2,3,-1,1,-1
2017621700086,3,9,0,4,0,0,0,0,0,0,2,1,2,2,42,7,1685,2,4,-1,1,-1
2017621700087,1,9,0,9,0,4,0,0,0,0,3,1,6,2,55,8,1560,2,10,-1,3,-1
2017621700087,2,9,0,18,0,8,0,0,0,0,1,1,6,2,40,7,1388,1,15,-1,3,-1
2017621700089,1,9,0,9,0,8,0,0,0,0,1,1,1,1,62,9,1389,1,15,-1,1,-1
2017621700089,2,1,0,9,0,8,0,0,0,0,1,1,1,1,45,7,-1,-1,-1,-1,1,-1
2017621700090,1,9,0,2,0,1,0,0,0,0,3,1,6,1,40,7,1242,1,12,-1,1,-1
2017621700090,2,19,0,18,0,8,0,0,0,0,1,1,6,1,39,7,2198,2,11,-1,1,-1
2017621700090,3,1,0,18,0,8,0,8,0,0,1,1,6,1,26,6,-1,-1,-1,-1,1,-1
2017621700091,1,9,0,18,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017621700092,1,9,0,18,0,0,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017621700093,1,9,0,18,0,3,0,10,0,0,1,1,6,1,41,7,1896,2,15,-1,1,-1
2017621700094,1,9,0,9,0,6,0,0,0,0,1,1,6,1,42,7,1587,1,15,-1,1,-1
2017621700094,2,9,0,18,0,8,0,0,0,0,1,1,6,2,35,6,1753,2,15,-1,1,-1
2017621700095,1,9,0,18,0,0,0,0,1,4,1,1,6,1,51,8,1995,2,6,-1,1,-1
2017621700095,2,9,0,18,0,0,0,0,0,0,2,1,6,1,52,8,1124,1,13,-1,3,-1
2017621700095,3,9,0,18,0,0,0,0,0,0,1,1,6,1,71,10,1360,1,10,-1,2,-1
2017621700096,1,9,0,18,0,0,0,0,0,0,1,1,6,2,43,7,1560,2,3,-1,1,-1
2017621700097,1,9,0,18,0,2,1,10,7,2,1,1,3,2,29,6,1149,1,9,-1,1,-1
2017621700098,1,9,0,16,0,0,1,0,7,2,1,1,6,1,25,5,1598,1,14,-1,2,-1
2017621700100,1,9,0,18,0,0,0,0,0,0,1,1,6,1,35,6,1896,2,13,-1,1,-1
2017621700100,2,9,0,4,0,0,0,0,0,0,2,1,6,1,32,6,1242,1,5,-1,3,-1
2017621700100,3,9,0,4,0,0,0,0,0,0,2,1,6,2,39,7,998,1,4,-1,1,-1
2017621700101,1,9,0,18,0,3,1,10,1,4,1,1,1,2,40,7,1299,1,10,-1,2,-1
2017621700102,1,9,0,18,0,0,0,0,0,0,1,1,6,1,34,6,1461,2,10,-1,1,-1
2017621700103,1,9,0,7,0,3,0,0,0,0,4,1,6,1,81,11,1582,2,5,-1,1,-1
2017621700103,2,1,0,18,0,8,0,0,0,0,1,1,6,1,55,8,-1,-1,-1,-1,1,-1
2017621700105,1,9,0,18,0,2,5,4,0,0,1,1,2,1,18,4,1124,1,10,-1,1,-1
2017621700105,2,9,0,2,0,2,0,0,0,0,1,1,6,3,-1,-1,1461,2,6,-1,-1,-1
2017621700107,1,9,0,18,0,0,0,0,0,0,1,1,2,2,52,8,1598,1,4,-1,1,-1
2017621700108,1,9,0,9,0,8,0,0,0,0,4,1,6,1,66,10,1997,2,3,-1,1,-1
2017621700108,2,1,0,18,0,8,0,0,0,0,1,1,6,2,24,5,-1,-1,-1,-1,1,-1
2017621700109,1,9,0,18,0,0,0,0,8,11,1,1,6,2,40,7,1360,1,6,-1,1,-1
2017621700110,1,9,0,9,0,5,0,0,0,0,1,1,6,2,37,7,1198,1,7,-1,1,-1
2017621700110,2,1,0,18,0,8,0,0,0,0,1,1,6,1,21,5,-1,-1,-1,-1,1,-1
2017621700111,1,9,0,18,0,0,0,0,0,0,3,1,6,2,28,6,1399,2,7,-1,1,-1
2017621700111,2,21,0,5,0,0,0,0,0,0,4,1,1,1,35,6,10677,2,3,-1,2,-1
2017621700111,3,9,0,15,0,0,0,0,0,0,0,1,1,1,43,7,2993,2,3,-1,1,-1
2017621700113,1,19,0,18,0,0,0,0,0,0,1,1,1,1,28,6,2299,2,1,3,1,3
2017621700113,2,9,0,4,0,0,0,0,0,0,2,1,6,2,22,5,1299,1,20,-1,1,-1
2017621700113,3,9,0,8,0,0,0,0,0,0,2,1,2,1,55,8,1388,1,10,-1,1,-1
2017621700114,1,9,0,18,0,4,0,0,0,0,1,1,6,1,61,9,1598,2,1,-1,-1,-1
2017621700114,2,9,0,18,0,3,0,0,0,0,4,1,6,2,57,9,1200,1,1,-1,1,-1
2017621700115,1,9,0,6,5,0,0,0,1,11,1,1,6,2,27,6,1896,2,13,-1,-1,-1
2017621700116,1,9,0,1,0,0,0,0,0,0,2,1,6,1,63,9,1390,1,4,-1,1,-1
2017621700116,2,19,0,2,0,0,0,0,0,0,2,1,6,1,26,6,1995,2,9,-1,1,-1
2017621700117,1,9,0,4,0,8,0,0,0,0,1,1,6,2,49,8,1296,1,10,-1,1,-1
2017621700117,2,9,0,3,0,8,0,0,0,0,2,1,6,1,32,6,1995,2,13,-1,1,-1
2017621700118,1,9,0,5,0,0,0,0,0,0,2,1,3,1,41,7,1364,1,2,-1,1,-1
2017621700119,1,9,0,18,0,0,5,4,0,0,1,1,6,1,29,6,1229,1,12,-1,1,-1
2017621700119,2,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,-1,1968,2,3,-1,-1,-1
2017621700119,3,9,0,2,0,0,0,4,0,0,3,1,6,3,-1,-1,1242,1,13,-1,-1,-1
2017621700119,4,9,0,2,0,0,0,4,0,0,2,1,6,3,-1,-1,1300,2,12,-1,-1,-1
2017621700119,5,9,0,2,0,0,0,0,0,0,4,1,6,3,-1,-1,1997,12,4,-1,-1,-1
2017621700119,6,9,0,2,0,0,0,0,0,0,4,1,6,3,-1,-1,1360,1,13,-1,-1,-1
2017621700120,1,9,0,18,0,0,0,4,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017621700120,2,9,0,2,0,0,0,0,0,0,4,1,6,3,-1,-1,1997,2,3,-1,-1,-1
2017621700121,1,1,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017621700122,1,9,0,9,0,6,0,0,0,0,3,1,2,2,22,5,1299,1,15,-1,3,-1
2017621700122,2,9,0,18,0,8,0,0,0,0,1,1,1,2,50,8,1598,1,12,-1,1,-1
2017621700123,1,9,0,18,0,0,5,10,0,0,3,1,2,1,64,9,1242,1,10,-1,3,-1
2017621700124,1,9,0,9,0,8,0,0,0,0,1,1,6,2,18,4,998,1,4,-1,3,-1
2017621700124,2,9,0,18,0,8,0,0,0,0,3,1,6,1,33,6,1388,1,14,-1,1,-1
2017621700125,1,9,0,16,0,4,1,0,7,1,1,1,6,1,19,4,1388,1,14,-1,1,-1
2017621700126,1,9,0,18,0,0,0,0,0,0,4,1,3,2,39,7,1598,1,14,-1,1,-1
2017621700127,1,9,0,9,0,8,0,0,0,0,1,1,6,1,37,7,998,1,5,-1,1,-1
2017621700127,2,9,0,18,0,8,0,0,0,0,3,1,6,2,31,6,2143,2,6,1,1,1
2017621700128,1,9,0,9,0,5,0,0,0,0,1,1,6,2,54,8,1497,1,15,-1,1,-1
2017621700128,2,9,0,18,0,8,0,0,0,0,1,1,1,2,38,7,1995,2,9,-1,1,-1
2017621700129,1,9,0,18,0,8,0,0,0,0,1,1,6,1,49,8,1910,2,10,-1,1,-1
2017621700129,2,9,0,9,0,8,0,0,0,2,4,1,6,2,29,6,1596,1,8,-1,1,-1
2017621700130,1,9,0,7,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017621700131,1,9,0,18,0,8,0,0,0,0,1,1,6,1,20,4,998,1,7,-1,1,-1
2017621700132,1,9,0,18,0,2,0,0,0,0,3,1,6,2,74,10,1198,1,2,-1,1,-1
2017621700132,2,1,0,18,0,1,0,0,0,0,1,1,6,2,24,5,-1,-1,-1,-1,1,-1
2017621700133,1,9,0,17,0,0,2,0,1,4,1,1,6,1,27,6,1995,2,11,-1,1,-1
2017621700134,1,9,0,18,0,8,0,0,1,7,1,1,6,1,17,4,1197,1,5,-1,1,-1
2017621700135,1,9,0,18,0,8,0,0,0,0,1,1,1,2,59,9,998,1,18,-1,1,-1
2017621700135,2,9,0,9,0,8,0,0,0,0,4,1,1,2,45,7,1248,2,13,-1,3,-1
2017621700135,3,19,0,3,0,1,0,0,0,0,1,1,1,1,51,8,1560,2,9,-1,1,-1
2017621700136,1,9,0,18,0,0,0,0,0,0,1,1,2,1,17,4,-1,-1,-1,-1,1,-1
2017621700136,2,9,0,4,0,0,0,0,0,0,2,1,2,1,34,6,1753,2,11,-1,1,-1
2017621700136,3,9,0,4,0,0,0,0,0,0,2,1,2,2,32,6,1560,2,9,-1,1,-1
2017621700137,1,9,0,18,0,0,0,10,0,0,1,1,6,1,68,10,1560,2,6,-1,2,-1
2017621700137,2,9,0,18,0,0,0,0,0,0,1,1,1,2,55,8,1590,1,-1,-1,1,-1
2017621700138,1,9,0,5,0,0,0,0,0,0,3,1,6,1,84,11,1560,2,6,-1,1,-1
2017621700138,2,9,0,14,0,0,0,0,0,0,4,1,6,2,18,4,998,1,10,-1,1,-1
2017621700138,3,9,0,5,0,0,0,0,0,0,2,1,6,2,29,6,1329,1,8,-1,1,-1
2017621700139,1,9,0,18,0,8,0,0,0,11,1,1,6,1,78,11,1598,1,11,-1,1,-1
2017621700140,1,9,0,18,0,0,0,4,1,0,1,1,6,1,35,6,1199,1,15,-1,1,-1
2017621700140,2,9,0,2,0,0,0,0,0,0,1,1,6,3,-1,-1,1596,1,8,-1,-1,-1
2017621700141,1,9,0,4,0,0,0,0,0,0,1,1,6,1,52,8,2776,2,10,-1,1,-1
2017621700141,2,9,0,3,0,0,0,0,0,0,2,1,6,1,32,6,1968,2,4,-1,1,-1
2017621700142,1,9,0,18,0,0,1,0,0,0,1,1,6,1,60,9,1598,1,16,-1,3,-1
2017621700142,2,9,0,4,0,0,0,0,0,0,2,1,6,1,27,6,1995,2,9,-1,3,-1
2017621700143,1,9,0,18,0,2,0,0,0,0,1,1,6,2,68,10,1240,1,14,-1,1,-1
2017621700144,1,9,0,18,0,8,0,0,0,0,1,1,6,2,74,10,1329,1,7,-1,1,-1
2017621700144,2,9,0,9,0,8,0,0,0,0,3,1,6,1,47,8,1242,1,13,-1,1,-1
2017621700145,1,9,0,18,0,1,1,0,0,10,1,1,6,3,-1,-1,1975,1,12,-1,-1,-1
2017621700145,2,9,0,9,0,5,0,0,0,0,4,1,6,2,68,10,1493,2,7,-1,1,-1
2017621700146,1,90,0,18,0,8,0,0,0,0,1,1,6,1,31,6,-1,-1,-1,-1,2,-1
2017621700146,2,9,0,18,0,8,0,0,0,0,1,1,6,1,46,8,1390,1,13,-1,2,-1
2017621700147,1,1,0,18,0,8,0,0,0,0,4,1,6,2,27,6,-1,-1,-1,-1,1,-1
2017621700147,2,9,0,18,0,8,0,0,0,0,1,1,6,1,23,5,1781,1,15,-1,1,-1
2017621700148,1,9,0,7,0,5,0,0,0,0,4,1,6,2,27,6,1598,1,11,-1,1,-1
2017621700148,2,1,0,18,0,1,0,0,0,0,3,1,6,1,53,8,-1,-1,-1,-1,2,-1
2017621700149,1,19,0,4,0,0,0,0,0,0,1,1,1,1,30,6,2402,2,12,-1,3,-1
2017621700149,2,9,0,3,0,0,0,0,0,0,2,1,2,2,58,9,1197,1,5,-1,2,-1
2017621700149,3,9,0,3,0,0,0,0,0,0,2,1,2,2,41,7,998,1,4,-1,2,-1
2017621700149,4,9,0,3,0,0,0,0,0,0,2,1,2,2,30,6,1598,2,3,-1,2,-1
2017621700150,1,9,0,18,0,5,0,0,0,0,1,1,6,3,-1,-1,1968,2,9,-1,-1,-1
2017621700151,1,9,0,9,0,5,5,10,0,0,3,1,6,2,23,5,1396,1,5,-1,1,-1
2017621700153,1,9,0,16,0,0,0,0,1,7,1,1,6,1,18,4,998,1,5,-1,1,-1
2017621700154,1,9,0,9,0,6,0,0,0,0,1,1,6,2,51,8,2498,2,17,-1,2,-1
2017621700154,2,19,0,18,0,8,0,0,0,0,1,1,6,1,30,6,1896,2,9,-1,1,-1
2017621700155,1,9,0,9,0,8,0,0,0,0,1,1,6,2,20,4,1461,2,10,-1,1,-1
2017621700155,2,9,0,18,0,8,0,0,3,11,1,2,6,1,31,6,1753,2,18,-1,1,-1
2017621700156,1,19,0,18,0,0,0,7,0,0,1,1,2,1,42,7,1560,2,3,-1,2,-1
2017621700157,1,9,0,18,0,8,0,0,0,0,4,1,2,1,38,7,1587,1,14,-1,1,-1
2017621700157,2,1,0,15,0,8,0,0,0,0,1,1,6,2,25,5,-1,-1,-1,-1,1,-1
2017621700158,1,9,0,5,0,0,0,0,0,0,1,1,6,3,-1,-1,1796,1,14,-1,-1,-1
2017621700158,2,9,0,2,0,0,0,0,0,0,1,1,1,1,47,8,1560,2,1,-1,1,-1
2017621700159,1,9,0,4,0,1,0,0,0,0,1,1,6,1,54,8,998,1,12,-1,1,-1
2017621700160,1,9,0,16,0,0,0,0,1,7,4,1,6,2,24,5,1349,1,4,-1,2,-1
2017621700161,1,9,0,9,0,8,0,0,0,0,1,1,6,3,-1,-1,1596,1,15,-1,-1,-1
2017621700161,2,9,0,18,0,8,0,0,0,0,1,1,1,2,24,5,1242,1,2,-1,1,-1
2017621700162,1,19,0,18,0,0,0,0,0,0,1,1,1,1,33,6,2198,2,4,-1,1,-1
2017621700163,1,3,0,18,0,4,1,0,0,0,0,1,6,1,17,4,125,1,1,-1,3,-1
2017621700165,1,9,0,18,0,0,0,0,0,0,1,1,1,1,26,6,1598,2,1,3,1,3
2017621700165,2,9,0,18,0,0,0,0,0,0,1,1,1,2,46,8,1995,2,8,-1,1,-1
2017621700166,1,9,0,18,0,0,0,0,0,0,1,1,6,2,55,8,1596,1,15,-1,1,-1
2017621700167,1,9,0,18,0,0,0,0,0,0,3,1,6,1,18,4,1197,1,5,-1,2,-1
2017621700168,1,11,0,18,0,2,0,0,0,0,1,1,1,1,43,7,5132,2,2,-1,1,-1
2017621700169,1,9,0,18,0,1,0,0,0,0,4,1,6,2,57,9,898,1,3,-1,1,-1
2017621700170,1,1,0,18,0,8,0,0,0,0,3,1,6,1,10,2,-1,-1,-1,-1,1,-1
2017621700170,2,9,0,18,0,8,0,0,0,0,1,1,6,1,20,4,1149,1,10,-1,1,-1
2017621700171,1,9,0,11,0,0,0,0,0,0,2,1,6,2,33,6,1422,2,10,-1,1,-1
2017621700171,2,2,0,18,0,0,1,0,0,0,1,1,2,1,34,6,49,1,5,-1,1,-1
2017621700172,1,9,0,4,0,1,0,0,0,0,4,1,6,1,54,8,2980,2,21,-1,1,-1
2017621700172,2,1,0,18,0,1,0,0,0,0,1,1,6,1,34,6,-1,-1,-1,-1,1,-1
2017621700173,1,9,0,18,0,1,0,0,0,0,1,1,6,1,44,7,1124,1,17,-1,1,-1
2017621700173,2,9,0,3,0,1,0,0,0,0,2,1,6,1,32,6,1229,1,2,-1,1,-1
2017621700174,1,9,0,9,0,5,0,0,0,0,1,1,6,2,34,6,1360,1,10,-1,1,-1
2017621700174,2,9,0,18,0,1,0,0,0,0,1,1,6,2,61,9,1591,1,1,-1,1,-1
2017621700175,1,9,0,18,0,1,0,0,0,0,1,1,6,1,79,11,995,1,7,-1,1,-1
2017621700176,1,9,0,11,0,0,0,0,0,0,2,1,6,2,52,8,1398,2,4,-1,1,-1
2017621700176,2,9,0,18,0,0,5,0,0,0,1,1,6,1,31,6,1598,2,7,-1,1,-1
2017621700177,1,9,0,17,0,0,2,0,2,11,1,1,2,1,20,4,1124,1,13,-1,2,-1
2017621700178,1,9,0,18,0,0,0,0,0,0,1,1,1,1,43,7,1995,2,3,-1,2,-1
2017621700178,2,9,0,4,0,0,0,0,0,0,2,1,1,2,43,7,1198,1,6,-1,2,-1
2017621700178,3,9,0,4,0,0,0,0,0,0,2,1,1,1,27,6,1968,2,9,-1,2,-1
2017621700178,4,9,0,4,0,0,0,0,0,0,2,1,1,2,59,9,1968,2,10,-1,1,-1
2017621700179,1,10,0,18,0,1,0,0,0,0,1,1,1,1,64,9,2198,2,7,-1,1,-1
2017621700180,1,9,0,18,0,4,0,0,0,0,1,1,2,1,54,8,1910,2,8,-1,1,-1
2017621700180,2,9,0,17,0,8,0,0,1,11,4,1,2,1,60,9,1242,1,8,-1,3,-1
2017621700181,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017621700181,2,9,0,4,0,0,0,0,0,0,2,1,2,1,27,6,973,1,14,-1,1,-1
2017621700182,1,9,0,18,0,8,0,0,0,0,4,1,6,1,68,10,1398,1,3,-1,1,-1
2017621700183,1,9,0,18,0,6,0,10,3,11,1,1,6,1,81,11,1390,1,16,-1,1,-1
2017621700184,1,9,0,18,0,1,0,4,0,0,1,1,6,2,25,5,1240,1,14,-1,2,-1
2017621700184,2,9,0,2,0,1,0,0,0,0,2,1,1,1,32,6,-1,-1,-1,-1,1,-1
2017621700185,1,9,0,18,0,0,0,0,0,0,1,1,3,2,47,8,1197,1,2,-1,1,-1
2017621700185,2,9,0,18,0,0,0,0,0,0,2,1,1,2,47,8,1461,2,2,-1,2,-1
2017621700185,3,19,0,18,0,0,0,0,0,0,2,1,1,1,31,6,2198,2,3,-1,1,-1
2017621700186,1,9,0,18,0,8,0,0,0,0,1,1,6,1,61,9,1461,2,1,-1,1,-1
2017621700186,2,9,0,18,0,8,0,0,0,0,4,1,6,2,22,5,1398,1,3,-1,1,-1
2017621700187,1,9,0,4,0,0,0,0,0,0,1,1,6,2,28,6,1598,2,5,-1,1,-1
2017621700187,2,9,0,3,0,0,0,0,0,0,2,1,6,1,38,7,1560,2,11,-1,1,-1
2017621700187,3,9,0,3,0,0,0,0,0,0,2,1,6,2,54,8,995,1,8,-1,3,-1
2017621700188,1,9,0,9,0,8,0,0,0,0,1,1,6,1,28,6,1997,2,1,-1,2,-1
2017621700188,2,9,0,18,0,8,0,0,0,0,3,1,6,2,53,8,1598,1,-1,-1,1,-1
2017621700189,1,9,0,16,0,8,2,0,2,10,1,1,6,1,29,6,1399,2,9,-1,1,-1
2017621700190,1,9,0,18,0,1,0,0,0,0,4,1,6,1,22,5,-1,-1,-1,-1,3,-1
2017621700190,2,1,0,9,0,1,0,0,0,0,1,1,6,1,24,5,-1,-1,-1,-1,1,-1
2017621700191,1,9,0,18,0,2,0,0,0,0,3,1,6,1,37,7,1997,2,12,-1,2,-1
2017621700192,1,9,0,18,0,0,0,0,0,0,1,1,6,1,81,11,1388,1,13,-1,1,-1
2017621700193,1,9,0,9,0,5,0,0,0,0,4,1,1,1,29,6,998,1,3,-1,1,-1
2017621700194,1,9,0,9,0,0,0,0,0,0,4,1,6,2,26,6,1399,2,6,-1,2,-1
2017621700194,2,9,0,18,0,0,0,0,0,0,1,1,6,1,60,9,1461,2,9,-1,1,-1
2017621700195,1,9,0,9,0,6,0,0,0,0,4,1,6,1,73,10,1998,1,1,-1,1,-1
2017621700195,2,1,0,18,0,8,0,0,0,0,3,1,6,1,26,6,-1,-1,-1,-1,1,-1
2017621700196,1,9,0,5,0,4,0,0,0,0,1,1,6,1,48,8,2199,2,4,-1,2,-1
2017621700196,2,9,0,5,0,4,0,0,0,0,2,1,6,2,32,6,698,1,11,-1,1,-1
2017621700197,1,9,0,9,0,5,0,0,0,0,1,1,6,2,54,8,1388,1,7,-1,3,-1
2017621700197,2,3,0,18,0,8,0,0,0,0,1,1,6,1,60,9,124,1,7,-1,1,-1
2017621700198,1,9,0,18,0,8,0,0,0,0,3,1,2,1,57,9,1229,1,13,-1,1,-1
2017621700198,2,1,0,9,0,8,0,0,0,0,4,1,2,2,55,8,-1,-1,-1,-1,1,-1
2017621700199,1,9,0,9,0,8,0,0,0,0,1,1,6,2,38,7,1596,1,15,-1,2,-1
2017621700200,1,9,0,8,0,1,0,0,0,0,1,1,2,1,63,9,1124,1,16,-1,1,-1
2017621700200,2,9,0,8,0,1,0,0,0,0,2,1,6,1,44,7,1398,1,1,-1,3,-1
2017621700201,1,9,0,12,0,0,0,0,0,0,3,1,2,2,52,8,1896,2,14,-1,1,-1
2017621700201,2,9,0,18,0,0,5,0,0,0,4,1,2,2,51,8,1560,2,5,-1,1,-1
2017621700202,1,9,0,9,0,5,0,0,0,0,3,1,6,1,24,5,1560,2,5,-1,1,-1
2017621700202,2,5,0,13,0,8,0,0,7,11,1,1,6,1,60,9,955,1,12,-1,1,-1
2017621700203,1,9,0,5,0,4,0,0,0,0,1,1,2,2,54,8,995,1,9,-1,1,-1
2017621700203,2,1,0,9,0,8,0,0,0,0,1,1,6,1,45,7,-1,-1,-1,-1,1,-1
2017621700204,1,9,0,4,0,0,0,0,0,0,1,1,3,2,34,6,1560,2,6,-1,2,-1
2017621700204,2,9,0,3,0,0,0,0,0,0,2,1,6,2,17,4,1197,1,4,-1,2,-1
2017621700204,3,19,0,3,0,0,0,0,0,0,2,1,1,1,52,8,1461,2,1,-1,2,-1
