Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
20134100D0594,1,9,0,7,0,5,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
20134100D0594,2,1,0,18,0,8,0,0,0,0,1,1,6,2,2,-1,-1,-1,10,1
20134100D0595,1,9,0,17,0,0,0,0,2,4,3,1,6,1,11,1686,2,5,4,1
20134100D0595,2,9,0,16,0,0,0,0,0,0,3,1,6,2,8,1229,1,8,9,1
20134100D0596,1,9,0,18,0,1,1,0,0,0,1,1,6,1,4,1229,1,9,9,1
20134100D0596,2,9,0,18,0,2,0,0,0,0,1,1,6,2,5,1242,1,12,5,1
20134100D0597,1,9,0,9,0,4,0,0,0,0,1,1,6,1,8,1339,1,-1,5,1
20134100D0597,2,9,0,18,0,8,0,0,0,0,2,1,6,2,6,1587,1,10,-1,-1
20134100D0600,1,9,0,4,0,1,0,0,0,0,1,1,6,1,11,3471,1,6,10,1
20134100D0600,2,1,0,4,0,1,0,0,0,0,2,1,6,1,10,-1,-1,-1,7,3
20134100D0602,1,9,0,18,0,0,0,0,0,0,3,1,2,1,9,1328,1,9,10,3
20134100D0604,1,9,0,18,0,8,0,0,0,0,1,1,1,1,9,-1,-1,-1,6,1
20134100D0604,2,1,0,18,0,8,1,0,0,0,2,1,6,1,4,-1,-1,-1,6,1
20134100D0608,1,9,0,9,0,5,0,0,0,0,3,1,6,2,11,-1,-1,-1,10,1
20134100D0609,1,9,4,5,0,0,0,0,0,0,2,1,6,1,10,2179,2,10,6,2
20134100D0609,2,9,0,18,0,0,1,0,0,0,1,1,6,2,4,-1,-1,-1,5,1
20134100D0621,1,9,0,18,0,2,0,0,0,0,4,1,6,1,10,1999,1,6,8,1
20134100D0635,1,9,0,14,0,0,0,0,0,0,4,1,6,1,4,-1,-1,-1,-1,-1
20134100D0637,1,9,0,18,0,2,0,0,0,0,1,1,2,2,5,998,1,-1,10,1
20134100D0637,2,9,0,2,0,2,0,0,0,0,2,1,6,1,10,1582,2,2,10,1
20134100D0638,1,9,0,4,0,0,1,0,0,0,1,1,2,1,5,1590,1,8,4,1
20134100D0638,2,9,0,3,0,0,0,0,0,0,2,1,6,2,7,-1,-1,-1,6,1
20134100D0639,1,9,0,5,0,0,0,4,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
20134100D0639,2,9,0,2,0,0,0,0,0,0,4,1,6,1,8,1997,2,11,7,1
20134100D0641,1,9,0,16,0,0,1,0,5,6,3,1,6,1,8,1985,1,13,9,1
20134100D0643,1,9,0,18,0,0,0,0,0,0,4,1,6,1,6,1984,1,7,8,3
20134100D0644,1,9,0,14,0,2,0,0,0,0,1,1,6,1,11,1364,2,5,9,1
20134100D0644,2,9,0,2,0,2,0,0,0,0,0,1,6,1,10,996,1,2,8,1
20134100D0646,1,9,0,18,0,1,0,0,0,0,1,1,6,2,5,-1,-1,-1,10,1
20134100D0646,2,9,0,9,0,1,0,0,0,0,4,1,2,1,8,1896,2,17,6,1
20134100D0648,1,9,0,18,0,0,1,0,1,1,1,1,6,1,6,-1,-1,-1,9,1
20134100D0648,2,9,0,12,0,0,0,0,1,0,2,1,6,2,8,2400,2,1,9,3
20134100D0649,1,9,0,9,0,6,0,0,0,0,1,1,6,1,10,2435,1,15,4,1
20134100D0649,2,2,0,18,0,8,0,0,0,0,4,1,6,1,6,124,1,10,4,1
20134100D0650,1,19,0,18,0,1,1,0,0,0,1,1,2,1,6,1753,2,5,8,2
20134100D0650,2,19,0,18,0,1,5,0,0,0,4,1,2,1,10,1461,2,2,4,1
20134100D0653,1,9,0,17,0,1,0,0,7,4,4,1,6,1,4,1997,2,13,5,1
20134100D0655,1,3,0,18,0,0,1,0,0,0,1,1,2,1,5,125,1,1,6,1
20134100D0655,2,9,0,4,0,0,0,0,0,0,2,1,3,2,8,1596,1,3,9,2
20134100D0656,1,9,0,18,0,0,0,0,0,0,1,1,1,1,6,-1,-1,-1,3,1
20134100D0656,2,9,0,18,0,0,0,0,0,0,1,1,1,1,6,-1,-1,-1,8,3
20134100D0657,1,5,0,4,0,1,1,0,0,0,0,1,6,1,5,599,1,9,2,1
20134100D0662,1,9,0,18,0,0,0,0,0,0,3,1,6,1,10,2143,2,1,8,1
20134100D0665,1,9,0,4,0,7,0,0,0,0,1,1,6,1,5,1498,1,5,10,1
20134100D0665,2,9,0,3,0,7,0,0,0,0,2,1,6,2,6,1242,1,5,7,1
20134100D0666,1,9,0,18,0,0,0,0,0,0,1,1,6,1,6,1598,1,10,10,2
20134100D0666,2,19,0,2,0,0,0,0,1,0,2,1,1,1,7,1996,2,3,5,1
20134100D0670,1,9,0,4,0,0,0,0,0,0,1,1,1,1,5,-1,-1,-1,2,1
20134100D0670,2,9,0,3,0,0,0,0,0,0,2,1,3,2,6,-1,-1,-1,7,1
20134100D0670,3,9,0,3,0,0,0,0,0,0,2,1,1,2,8,1598,2,-1,9,1
20134100D0673,1,19,0,7,0,5,0,0,0,0,1,1,1,1,7,2198,2,1,1,1
20134100D0673,2,9,0,18,0,1,0,0,0,0,1,1,6,1,7,1968,2,2,8,1
20134100D0675,1,9,0,2,0,1,0,0,0,0,2,1,2,2,7,1364,2,3,9,1
20134100D0675,2,9,0,11,0,1,0,4,0,0,1,1,2,1,8,2979,1,-1,10,1
20134100D0680,1,9,0,18,0,0,5,0,1,3,1,1,6,1,6,1796,1,11,7,3
20134100D0691,1,9,0,18,0,4,0,0,0,0,1,1,6,1,9,1086,1,8,7,1
20134100D0691,2,9,0,9,0,8,0,0,0,0,1,1,6,2,4,1299,1,8,9,2
20134100D0693,1,9,0,18,0,0,2,0,1,4,1,1,6,2,6,1388,1,8,8,1
20134100D0696,1,9,0,9,0,2,0,0,1,10,4,1,6,2,7,1799,1,18,8,1
20134100D0707,1,19,0,9,0,5,0,0,0,0,3,1,1,1,7,1870,2,7,10,1
20134100D0707,2,5,0,18,0,1,0,0,1,10,1,1,1,1,9,750,1,22,9,3
20134100D0714,1,9,0,9,0,5,0,0,0,0,3,1,6,1,6,1986,2,7,4,1
20134100D0714,2,1,0,18,0,1,0,0,0,0,3,1,6,1,7,-1,-1,-1,10,1
20134100D0716,1,9,0,1,9,5,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1
20134100D0723,1,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
20134100D0723,2,9,0,5,0,1,0,0,0,0,2,1,2,2,4,1124,1,11,7,1
20134100D0729,1,9,0,18,0,0,0,11,0,0,1,1,2,2,4,1199,1,10,8,1
20134100D0739,1,9,0,4,0,0,0,0,0,0,2,1,6,1,8,1686,2,11,3,1
20134100D0739,2,3,0,18,0,0,0,0,0,0,1,1,6,1,4,125,1,-1,10,2
20134100D0747,1,9,0,9,0,6,0,0,0,0,3,1,6,2,8,2188,2,7,7,1
20134100D0747,2,9,0,17,0,1,0,0,0,0,1,1,6,1,8,1794,1,10,3,1
20134100D0750,1,9,0,18,0,0,2,2,1,1,1,1,6,3,-1,1984,1,10,-1,-1
20134100D0750,2,9,0,18,0,0,0,0,7,0,3,1,6,2,11,1198,1,-1,10,1
20134100D0750,3,9,0,18,0,0,0,0,0,0,1,1,6,1,8,1995,2,1,10,1
20134100D0750,4,20,4,2,0,0,0,0,0,0,3,1,1,1,7,5193,2,3,2,1
20134100D0754,1,9,0,9,0,6,0,0,0,0,3,1,6,2,5,1299,1,13,-1,-1
20134100D0754,2,9,0,16,0,1,1,0,0,0,1,1,2,2,5,1200,1,1,9,3
20134100D0755,1,9,0,18,0,0,0,0,0,0,1,1,1,2,5,998,1,2,9,1
20134100D0755,2,9,0,18,0,0,0,0,0,0,1,1,1,2,6,1388,1,2,7,1
20134100D0758,1,9,0,9,0,6,0,0,0,0,0,1,6,3,-1,1388,1,8,-1,-1
20134100D0758,2,5,0,18,0,1,1,0,0,0,0,1,6,1,7,583,1,15,9,1
20134100D0759,1,9,0,1,0,2,0,0,0,0,4,1,2,2,4,1242,1,10,-1,-1
20134100D0759,2,19,0,1,0,2,0,0,0,0,2,1,1,1,-1,2402,2,5,-1,-1
20134100E0009,1,9,0,18,0,8,0,0,0,0,0,1,6,1,9,-1,-1,-1,8,1
20134100E0009,2,4,0,18,0,8,0,0,0,0,0,1,6,1,5,-1,-1,-1,4,1
20134100E0012,1,9,0,18,0,0,5,10,1,1,1,1,6,1,5,-1,-1,-1,2,1
20134100E0017,1,9,0,18,0,1,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1
20134100E0017,2,9,0,4,0,1,0,0,0,0,2,1,2,2,5,1242,1,5,5,1
20134100E0021,1,9,0,9,0,1,0,0,0,0,1,1,6,1,7,1968,2,6,6,1
20134100E0021,2,9,0,18,0,1,0,0,0,0,1,1,6,1,7,1388,1,13,5,1
20134100E0041,1,9,0,17,0,1,1,0,1,7,1,1,6,2,8,1242,1,5,-1,-1
20134100E0047,1,9,0,18,0,0,0,0,0,0,1,1,6,2,-1,1399,2,5,10,1
20134100E0047,2,9,0,4,0,0,0,0,0,0,2,1,6,1,5,1229,1,2,10,1
20134100E0047,3,9,0,4,0,0,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1
20134100E0049,1,9,0,9,0,8,0,0,0,0,3,1,6,1,6,1242,1,2,4,1
20134100E0050,1,9,0,3,0,0,0,0,0,0,2,1,6,1,7,1598,1,1,9,1
20134100E0050,2,9,0,18,0,0,0,0,0,0,1,1,6,1,7,5439,1,11,4,1
20134100E0050,3,9,0,3,0,0,0,0,0,0,2,1,6,1,6,1590,1,10,3,1
20134100E0054,1,9,0,16,0,0,0,0,0,0,1,1,6,1,10,1598,1,10,10,1
20134100E0054,2,9,0,16,0,0,0,0,0,0,2,1,6,1,7,1995,2,11,3,1
20134100E0054,3,9,0,16,0,0,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1
20134100E0055,1,9,0,18,0,4,0,0,0,0,1,1,6,1,7,1997,2,12,8,1
20134100E0055,2,1,0,18,0,8,0,0,0,0,4,1,2,1,6,-1,-1,-1,6,1
20134100E0066,1,9,0,6,0,0,0,0,0,0,3,1,6,1,5,1598,1,5,8,1
20134100E0066,2,4,0,13,0,0,0,0,0,0,4,1,6,1,9,125,1,11,5,1
20134100E0067,1,9,0,3,0,0,0,0,0,0,2,1,6,1,8,2457,1,4,10,1
20134100E0067,2,9,0,18,0,0,1,0,0,0,1,1,6,1,4,-1,-1,-1,7,1
20134100E0067,3,9,0,3,0,0,0,0,0,0,3,1,6,1,7,1998,1,10,6,1
20134100E0067,4,9,0,3,0,0,0,0,0,0,2,1,6,2,7,1598,1,1,5,1
20134100E0068,1,9,0,4,0,0,1,4,0,0,1,1,3,2,6,1997,2,3,10,1
20134100E0068,2,9,0,2,0,0,0,0,0,0,3,1,6,2,6,1968,2,1,2,1
20134100E0068,3,9,0,2,0,0,0,0,0,0,0,1,6,1,5,1587,1,9,2,1
20134100E0073,1,9,0,9,0,4,0,0,0,0,1,1,6,1,11,1599,1,10,-1,-1
20134100E0073,2,9,0,18,0,4,1,0,2,7,4,1,6,1,7,1895,1,12,6,1
20134100E0090,1,2,0,18,0,8,0,0,0,0,1,1,6,1,7,49,1,4,10,1
20134100E0090,2,9,0,9,0,6,0,0,0,0,3,1,6,2,-1,-1,-1,-1,-1,-1
20134100E0094,1,9,0,18,0,0,0,0,0,0,4,1,6,1,11,1995,2,3,5,1
20134100E0098,1,9,0,2,0,0,0,0,0,0,2,1,1,2,6,1248,2,4,2,1
20134100E0098,2,9,0,18,0,0,0,0,0,0,1,1,2,2,6,1199,1,9,6,1
20134100E0098,3,9,0,2,0,0,0,0,0,0,0,1,6,1,5,899,1,18,7,3
20134100E0099,1,3,0,18,0,1,0,0,0,0,1,1,6,1,4,124,1,9,7,1
20134100E0099,2,9,0,10,0,1,0,0,0,0,3,1,6,2,11,1242,1,3,6,1
20134100E0109,1,9,0,4,0,1,0,0,0,0,1,1,6,1,8,1798,1,11,-1,-1
20134100E0109,2,9,0,3,0,1,0,0,0,0,2,1,6,2,5,-1,-1,-1,10,1
20134100E0111,1,9,0,6,9,0,0,0,0,0,1,1,6,3,6,-1,-1,-1,-1,-1
20134100E0114,1,2,0,9,0,2,0,0,0,0,0,1,4,1,4,50,1,2,8,1
20134100E0115,1,9,0,18,0,0,2,7,0,0,1,1,2,1,6,1149,1,10,8,1
20134100E0121,1,11,0,16,0,0,0,0,0,0,1,1,1,1,6,4580,2,5,4,1
20134100E0121,2,9,0,17,0,0,1,0,1,0,1,1,6,2,5,1399,1,3,4,1
20134100E0124,1,19,0,4,0,1,0,0,0,0,1,1,6,1,5,2402,2,5,-1,-1
20134100E0124,2,9,0,3,0,1,0,0,0,0,2,1,3,2,8,1997,2,12,8,1
20134100E0128,1,8,0,6,0,0,0,0,0,0,3,1,1,1,7,1997,2,8,4,1
20134100E0128,2,3,0,18,0,0,1,0,0,0,1,1,6,1,4,-1,-1,-1,-1,-1
20134100E0129,1,9,0,5,0,1,0,0,0,0,1,1,1,1,6,1360,1,13,6,1
20134100E0129,2,1,0,18,0,1,0,0,0,0,4,1,1,1,8,-1,-1,-1,7,1
20134100E0139,1,9,0,18,0,2,1,0,8,2,1,1,6,1,4,1360,1,14,8,2
20134100E0139,2,9,0,7,0,6,0,0,7,0,2,1,6,2,5,1598,1,10,9,1
20134100E0139,3,19,0,18,0,1,0,0,0,0,3,1,6,1,7,1560,2,5,4,1
20134100E0139,4,9,0,18,0,1,0,0,0,0,1,1,6,1,6,1998,2,9,8,1
20134100E0140,1,9,0,5,0,8,0,0,0,0,3,1,2,1,10,4266,1,12,8,1
20134100E0140,2,9,0,18,0,8,0,0,7,4,4,1,3,2,7,1242,1,9,5,1
20134100E0141,1,3,0,18,0,1,5,0,0,0,3,1,6,1,4,124,1,1,5,1
20134100E0141,2,19,0,9,0,2,0,0,0,0,0,1,2,2,9,1560,2,1,6,1
20134100E0144,1,9,0,13,0,1,1,0,1,10,3,1,2,1,6,-1,-1,-1,4,1
20134100E0144,2,1,0,18,0,1,0,0,0,0,4,1,6,1,4,-1,-1,-1,4,1
20134100E0147,1,9,0,18,0,1,0,0,0,0,1,1,6,1,8,1299,1,13,2,1
20134100E0147,2,9,0,18,0,2,0,0,0,0,1,1,6,2,8,1896,2,5,9,1
20134100E0148,1,9,0,5,0,4,0,0,0,0,1,1,6,2,7,1598,1,9,3,1
20134100E0148,2,1,0,18,0,8,0,0,0,0,4,1,6,2,8,-1,-1,-1,-1,-1
20134100E0157,1,9,0,1,0,0,0,0,0,0,2,1,6,2,8,1388,1,1,-1,-1
20134100E0161,1,9,0,18,0,1,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1
20134100E0161,2,9,0,8,0,1,0,0,0,0,2,1,6,2,5,1598,1,6,9,1
20134100E0167,1,9,0,17,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
20134100E0168,1,9,0,7,0,1,0,0,0,0,2,1,6,2,4,1299,1,14,6,1
20134100E0168,2,9,0,3,0,1,0,0,0,0,1,1,6,2,6,1986,2,5,6,1
20134100E0169,1,9,0,18,0,1,0,0,0,0,1,1,1,1,7,1997,2,6,-1,-1
20134100E0169,2,5,0,3,0,1,0,0,0,0,2,1,6,1,9,1137,1,11,10,1
20134100E0170,1,9,0,4,0,1,0,0,0,0,1,1,6,1,5,1364,1,5,5,1
20134100E0170,2,9,0,10,0,1,0,0,0,0,2,1,6,2,4,1299,1,13,5,1
20134100E0176,1,9,0,4,0,1,0,0,0,0,4,1,6,2,8,-1,-1,-1,8,1
20134100E0176,2,5,0,3,0,1,0,0,0,0,2,1,6,1,6,-1,-1,-1,2,1
20134100E0180,1,9,0,18,0,0,0,0,0,0,1,1,6,1,5,-1,-1,-1,6,1
20134100E0184,1,90,0,5,9,0,0,0,0,0,1,1,6,1,11,-1,-1,-1,-1,-1
20134100E0190,1,9,0,14,0,0,0,4,7,0,1,1,6,1,8,-1,-1,-1,4,1
20134100E0190,2,9,0,2,0,0,0,4,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1
20134100E0190,3,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,1242,1,11,-1,-1
20134100E0191,1,9,0,3,0,1,0,0,0,0,2,1,6,1,7,1796,1,7,7,1
20134100E0191,2,9,0,4,0,1,0,0,0,0,2,1,6,2,6,1598,1,5,5,1
20134100E0191,3,9,0,4,0,1,0,0,0,0,1,1,2,2,5,2143,2,2,-1,-1
20134100E0194,1,9,0,9,0,8,0,0,0,0,1,1,2,2,6,1799,1,6,7,1
20134100E0194,2,9,0,18,0,8,0,0,0,0,1,1,2,1,7,1396,1,16,9,2
20134100E0195,1,9,0,1,9,5,0,0,0,0,2,1,6,2,9,4395,1,-1,10,2
20134100E0196,1,9,0,4,0,1,0,0,0,0,4,1,6,1,7,1598,1,6,10,1
20134100E0196,2,1,0,4,0,1,0,0,0,0,1,1,6,1,3,-1,-1,-1,10,1
20134100E0200,1,9,0,5,9,8,0,0,0,0,1,1,6,2,7,1596,1,8,6,1
20134100E0200,2,9,0,18,0,8,0,0,0,0,1,1,6,1,8,1796,1,13,4,1
20134100E0206,1,9,0,4,0,0,0,0,0,0,1,1,2,2,7,1560,2,4,8,1
20134100E0206,2,9,0,3,0,0,0,0,0,0,2,1,6,2,7,1968,2,2,8,1
20134100E0207,1,9,0,18,0,0,0,0,0,0,1,1,6,1,6,698,1,7,6,1
20134100E0207,2,9,0,18,0,0,0,0,2,0,4,1,6,1,10,1242,1,1,4,1
20134100E0207,3,8,0,18,0,0,0,0,0,0,3,1,6,1,6,1997,2,7,10,1
20134100E0207,4,9,0,18,0,0,0,0,0,0,0,1,6,1,8,1248,2,1,8,1
20134100E0228,1,9,0,18,0,2,0,4,0,0,1,1,6,2,4,1587,1,12,7,3
20134100E0228,2,9,0,2,0,2,0,4,0,0,1,1,6,3,-1,1598,1,2,-1,-1
20134100E0228,3,9,0,2,0,2,0,0,0,0,1,1,6,3,-1,1588,1,9,-1,-1
20134100E0231,1,9,0,5,5,0,0,0,0,0,1,1,1,1,7,1796,1,20,-1,-1
20134100E0231,2,1,0,18,5,0,0,0,0,0,4,1,6,1,5,-1,-1,-1,6,1
20134100E0241,1,9,0,16,0,1,1,0,1,4,1,1,6,2,7,2231,2,7,2,1
20134100E0242,1,19,0,2,0,0,0,4,8,10,3,1,1,2,9,2148,2,7,6,1
20134100E0242,2,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1
20134100E0242,3,9,0,2,0,0,0,0,0,0,1,1,6,3,-1,999,1,12,-1,-1
20134100E0243,1,1,0,18,0,1,0,0,0,0,3,1,6,1,5,-1,-1,-1,4,1
20134100E0243,2,9,0,18,0,1,0,0,0,0,1,1,6,1,7,1299,1,12,4,1
20134100E0256,1,9,0,7,0,8,0,0,0,0,4,1,6,1,4,1388,1,10,-1,-1
20134100E0256,2,9,0,18,0,8,0,0,0,0,1,1,6,2,7,1594,1,12,4,1
20134100E0256,3,9,0,18,0,8,0,0,0,0,0,1,6,1,5,-1,-1,-1,8,1
20134100E0265,1,9,0,9,0,6,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,-1
20134100E0265,2,3,0,18,0,8,0,0,0,0,3,1,6,1,4,125,1,3,4,1
20134100E0268,1,9,0,1,9,6,0,0,0,0,2,1,6,1,5,-1,-1,-1,6,1
20134100E0270,1,9,0,18,0,4,0,0,0,0,1,1,3,1,5,1595,1,12,8,1
20134100E0270,2,9,0,18,0,3,0,0,0,0,4,1,2,2,8,2685,2,9,6,1
20134100E0273,1,5,0,18,0,1,0,0,0,0,1,1,6,1,5,600,1,15,4,1
20134100E0273,2,9,0,9,0,8,0,0,0,0,3,1,6,1,11,1329,1,1,10,1
20134100E0282,1,5,0,9,0,8,0,0,0,0,1,1,6,1,8,865,1,6,5,1
20134100E0282,2,9,0,18,0,3,0,0,0,0,4,1,6,1,8,2979,1,9,7,1
20134100E0283,1,9,0,4,0,1,0,0,0,0,1,1,6,1,-1,1900,2,7,-1,-1
20134100E0283,2,1,0,18,0,8,0,0,0,0,4,1,6,2,3,-1,-1,-1,8,1
20134100E0284,1,9,0,18,0,8,1,0,1,1,4,1,6,1,5,-1,-1,-1,5,1
20134100E0286,1,9,0,3,0,1,0,0,0,0,2,1,6,2,11,1388,1,4,6,1
20134100E0286,2,9,0,3,0,1,0,0,0,0,2,1,6,2,8,1798,1,12,9,3
20134100E0286,3,9,0,4,0,1,0,0,0,0,1,1,6,1,11,1390,1,11,9,1
20134100E0287,1,19,0,4,0,0,1,0,0,0,1,1,1,1,7,1998,2,9,9,1
20134100E0287,2,9,0,3,0,0,1,0,0,0,2,1,1,1,9,-1,-1,-1,9,3
20134100E0289,1,19,0,5,0,0,0,10,4,5,2,1,1,1,8,1248,2,-1,5,1
20134100E0295,1,10,0,7,0,4,0,0,0,0,4,1,1,1,9,-1,-1,-1,-1,-1
20134100E0295,2,1,0,5,0,4,1,0,0,0,2,1,6,2,7,-1,-1,-1,9,2
20134100E0298,1,9,0,8,0,1,0,0,0,0,1,1,6,2,5,1242,1,12,9,1
20134100E0298,2,9,0,8,0,1,0,0,0,0,2,1,6,2,8,1590,1,11,10,1
20134100E0319,1,9,0,18,0,0,0,0,1,4,1,1,1,1,6,1895,1,12,6,1
20134100E0320,1,1,0,7,0,6,0,0,0,0,1,1,6,1,5,-1,-1,-1,3,1
20134100E0320,2,9,0,18,0,1,0,0,0,0,1,1,6,2,5,1242,1,2,5,1
20134100E0322,1,9,0,11,0,8,0,0,0,0,1,1,1,1,5,2143,2,-1,7,3
20134100E0322,2,9,0,18,0,4,0,0,0,0,3,2,6,1,8,-1,-1,-1,-1,-1
20134100E0329,1,5,0,3,0,0,0,0,0,0,4,1,6,1,8,988,1,9,3,1
20134100E0331,1,9,0,18,0,0,0,0,0,0,1,1,6,1,5,1124,1,9,10,1
20134100E0331,2,9,0,18,0,0,0,0,0,0,1,1,6,2,7,996,1,1,8,1
20134100E0338,1,9,0,1,0,0,0,0,0,0,2,1,6,2,9,1781,1,16,10,2
20134100E0342,1,9,0,18,0,0,0,0,0,0,4,1,6,2,6,1781,1,11,-1,-1
20134100E0355,1,9,0,4,0,1,0,0,0,0,1,1,6,2,5,1598,1,-1,7,1
20134100E0355,2,9,0,3,0,1,0,0,0,0,2,1,6,1,6,1598,1,13,4,1
20134100E0355,3,9,0,3,0,1,0,0,0,0,2,1,6,1,6,-1,-1,-1,4,1
20134100E0355,4,9,0,3,0,1,0,0,0,0,2,1,6,2,6,1390,1,8,7,1
20134100E0359,1,9,0,18,0,0,0,0,1,7,1,1,6,1,10,2967,1,6,6,3
20134100E0359,2,9,0,18,0,0,0,0,0,0,0,1,6,1,9,1896,2,11,6,1
20134100E0360,1,9,0,9,0,1,0,0,0,0,1,1,6,1,4,1998,2,5,4,1
20134100E0360,2,9,0,18,0,8,0,0,0,0,3,1,6,2,-1,1086,1,8,4,1
20134100E0365,1,9,0,18,0,0,0,4,0,0,1,1,6,2,6,1995,2,10,10,2
20134100E0365,2,9,0,2,0,0,0,0,0,0,1,1,6,2,11,2148,2,9,8,2
20134100E0366,1,2,0,18,0,3,0,0,0,0,1,1,6,1,5,49,1,1,6,1
20134100E0366,2,9,0,18,0,3,0,0,0,0,2,1,6,1,9,2143,2,1,5,1
20134100E0368,1,9,0,18,0,4,0,0,0,0,1,1,6,2,7,2435,1,12,6,1
20134100E0368,2,9,0,9,0,8,0,0,1,0,4,1,6,1,5,1781,1,12,6,1
20134100E0370,1,9,0,18,0,4,0,0,0,0,1,1,6,1,10,1999,1,4,6,1
20134100E0370,2,9,0,9,0,8,0,0,0,0,4,1,2,1,5,1299,1,13,9,1
20134100E0371,1,9,0,17,0,0,2,10,1,4,1,1,6,1,4,1124,1,12,5,1
20134100E0374,1,9,0,5,0,4,0,0,0,0,1,1,2,2,-1,1086,1,9,3,1
20134100E0374,2,9,0,18,0,3,0,0,0,0,4,1,2,2,7,1587,1,6,4,1
20134100E0377,1,9,0,7,0,8,0,0,0,0,4,1,2,1,8,2720,2,7,8,2
20134100E0377,2,1,0,18,0,8,0,0,0,0,3,1,2,1,6,-1,-1,-1,6,1
20134100E0378,1,9,0,4,0,0,0,0,0,0,1,1,6,1,10,1388,1,4,5,1
20134100E0378,2,9,0,4,0,0,0,0,0,0,2,1,6,1,10,1596,1,3,3,1
20134100E0378,3,9,0,4,0,0,0,0,0,0,2,1,6,1,8,1995,2,3,10,1
20134100E0382,1,9,0,7,0,8,0,0,0,0,1,1,6,1,-1,1149,1,8,-1,-1
20134100E0382,2,1,0,18,0,8,0,0,0,0,4,1,6,1,8,-1,-1,-1,6,1
20134100E0383,1,9,0,13,0,1,0,0,0,0,4,1,6,1,5,-1,-1,-1,-1,-1
20134100E0383,2,9,0,18,0,1,0,0,0,0,3,1,6,1,5,1596,1,10,6,1
20134100E0385,1,9,0,9,0,4,0,0,0,0,1,1,3,2,6,1108,1,18,8,1
20134100E0385,2,9,0,18,0,4,0,0,3,10,4,1,6,1,6,1242,1,14,5,1
20134100E0390,1,9,0,5,0,1,0,0,0,0,2,1,6,1,5,1242,1,2,8,3
20134100E0390,2,9,0,5,0,1,0,0,0,0,1,1,6,2,9,1598,1,15,6,1
20134100E0395,1,9,0,18,0,8,0,0,0,0,3,1,6,1,8,1399,2,5,6,1
20134100E0395,2,9,0,7,0,3,0,0,3,10,4,1,6,1,5,1796,1,12,6,1
20134100E0395,3,9,0,3,0,1,0,0,0,0,3,1,6,1,11,1560,2,10,6,1
20134100E0397,1,9,0,5,0,1,0,0,0,0,1,1,6,2,6,1388,1,9,5,1
20134100E0397,2,9,0,3,0,1,0,0,0,0,2,1,2,1,8,1229,1,1,5,1
20134100E0406,1,2,0,18,0,0,0,0,0,0,4,1,2,1,7,-1,-1,-1,3,1
20134100E0407,1,9,0,18,0,1,0,0,0,0,4,1,6,2,-1,-1,-1,-1,-1,-1
20134100E0410,1,9,0,18,0,8,0,9,3,10,2,1,2,1,4,1360,1,13,9,1
20134100E0411,1,9,0,3,0,1,0,0,0,0,2,1,2,2,5,1242,1,1,9,1
20134100E0411,2,9,0,18,0,1,0,0,0,0,1,1,6,2,6,1995,2,1,5,1
20134100E0412,1,9,0,5,0,4,0,0,0,0,1,1,6,1,10,1951,2,9,5,1
20134100E0412,2,9,0,3,0,4,0,0,0,0,2,1,6,2,5,1598,2,-1,8,1
20134100E0413,1,9,0,11,0,0,0,0,0,0,4,1,2,1,6,2987,2,7,7,1
20134100E0413,2,5,0,18,0,0,0,0,1,7,3,1,2,1,9,-1,-1,-1,7,1
20134100E0416,1,9,0,9,0,6,0,0,0,0,3,1,6,1,7,1995,1,9,5,1
20134100E0416,2,9,0,18,0,1,0,0,0,0,4,1,6,2,7,1988,1,10,6,1
20134100E0419,1,9,0,4,0,1,0,0,0,0,1,1,6,1,8,1598,2,-1,4,1
20134100E0419,2,9,0,10,0,1,0,0,0,0,2,1,1,2,7,1198,1,7,6,1
20134100E0421,1,21,1,11,0,0,0,0,0,0,1,1,1,1,6,12900,2,2,8,3
20134100E0421,2,9,0,18,0,0,0,0,8,6,2,1,6,2,4,998,1,4,7,2
20134100E0427,1,3,0,16,0,1,1,7,0,0,3,1,6,1,5,124,1,10,9,1
